S3.fasta.gz	group:pre
S4.fasta.gz	group:pre
S7.fasta.gz	group:20m
S8.fasta.gz	group:20m
S11.fasta.gz	group:30m
S12.fasta.gz	group:30m
S15.fasta.gz	group:45m
S16.fasta.gz	group:45m
S19.fasta.gz	group:60m
S20.fasta.gz	group:60m
S20prime.fasta.gz	group:60m
S23.fasta.gz	group:90m
S25.fasta.gz	group:120m
S26.fasta.gz	group:120m
S29.fasta.gz	group:150m
S31.fasta.gz	group:180m
S32.fasta.gz	group:180m
S35.fasta.gz	group:240m
S37.fasta.gz	group:del80
S38.fasta.gz	group:del80
