V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40
0.3411587	0.2059826	0.2514199	0.1961378	0.351382	0.2589928	0.131011	0.2203711	0.1302537	0.1294964	0.1484286	0.0753502	0.1753124	0.221507	0.3010224	0.2082545	0.2434684	0.3661492	0.0283983	0.0768648	0.346081	0.3623627	0.1772056	0.158652	0.4191594	0.1181371	0.085195	0.5244226	0.5456266	0.1741765	0.4680046	0.2570996	0.2165846	0.1719046	0.1965165	0.2222643	0.2033321	0.1529724	0.1843998	0.2048467
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	0.9989893	1	1	1	0.9714979	0.9848393	0.9919143	0.9892864	0.9777643	0.9015565	1	1	0.9991914	1	1	1	0.9894886	0.9951486	1	1	1	0.9925207	1	0.995755	0.9898928	1	0.998585	0.9818072	0.9991914	0.9896907	0.9767536	0.9419851	0.9725086	0.9771579	0.9848393	0.9838286	0.947645	0.98585
0.9592875	0.9601357	0.9601357	0.9584394	0.961832	0.9575912	0.9626802	0.9575912	0.961832	0.956743	0.9584394	0.9499576	0.9592875	0.9601357	0.9601357	0.9550467	0.961832	0.9609839	0.956743	0.9609839	0.9652247	0.9541985	0.9491094	0.9592875	0.9592875	0.9584394	0.951654	0.9626802	0.9609839	0.9592875	0.9626802	0.9881255	0.9635284	0.9550467	0.9533503	0.9703138	0.961832	0.961832	0.9584394	0.9558948
0.9984779	0.9808219	0.9923897	0.9479452	0.983866	0.978691	0.9263318	0.9920852	0.961035	0.9312024	0.9978691	0.8441401	0.9732116	0.9905632	0.9850837	0.9893455	1	1	0.9762557	0.9893455	1	0.9908676	0.9996956	0.9662101	1	0.9777778	0.9984779	0.9917808	0.9984779	0.9884323	1	0.9984779	0.9984779	0.947032	0.9984779	0.9792998	0.9780822	0.9595129	0.9171994	0.9284627
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.9954717	0.9944654	0.9957232	0.994717	0.9959748	0.9957232	0.9959748	0.9937107	0.9934591	0.9942138	0.9922013	0.9373585	0.9949685	0.9952201	0.9937107	1	0.9997484	0.9997484	0.9889308	0.9954717	0.994717	0.9924529	0.994717	0.994717	0.9967296	0.9974843	0.9944654	0.9994969	0.9944654	0.9924529	0.9924529	0.9919497	0.9959748	0.9844025	0.9922013	0.9937107	0.9924529	0.9927044	0.9881761	0.9904402
1	1	1	1	1	1	1	1	1	1	1	0.9888104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	0.997669	0.9934732	1	0.9855478	1	1	0.9902098	0.9934732	0.9939394	0.9972028	0.997669	1	1	1	1	1	1	0.9990676	1	1	1	1	1	0.990676	1	1	1	0.9958042	1	1	1	1	1	1	1	1	0.988345	0.995338
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	0.998045	0.9872923	1	1	1	1	1	0.9970675	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.9898024	0.987253	0.9611217	0.930529	0.9337158	0.9005736	0.9216061	0.9528362	0.8215424	0.8572339	0.9636711	1	0.9757807	0.9662205	0.9783301	1	0.9891651	1	1	1	0.9993626	0.9904398	0.9968132	1	1	0.9949012	1	1	0.9917145	0.9993626	1	1	1	1	1	0.9980879	1	0.9694073	0.9910771	0.9719567
1	1	1	0.9696262	1	0.9742991	1	1	1	0.9602804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.982866	1	1	0.9836448	1	1	1	1	1	1	1	1	1	1	1
1	0.9679393	0.8749388	0.9199706	0.9853157	0.9407734	0.9116495	0.9236417	0.8379834	0.7985805	0.8683309	0.8362702	0.9527655	0.9456682	0.9921684	0.9596182	0.9809104	0.9987763	0.8920705	0.9461576	0.9882526	0.9610866	0.9650025	0.9987763	0.9968184	0.9334312	0.9292707	0.9877631	0.9916789	0.9412628	1	1	1	0.953255	0.9571708	0.9696525	0.9637787	0.9490945	0.9133627	0.9204601
1	1	1	0.9862385	1	1	1	1	1	1	1	0.9877676	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9831804	1	1	1	1
0.9916143	0.98826	0.9865828	0.9886792	0.9945493	0.9832285	0.9836478	0.997065	0.9828092	0.9400419	0.9672956	0.9672956	0.9865828	0.9924529	0.991195	0.9861635	0.9903564	0.997065	0.9920335	0.9798742	0.9886792	0.991195	0.9962264	0.9865828	0.9899371	0.9853249	0.9895178	0.9895178	0.9899371	0.9890985	0.9958071	0.9895178	0.991195	0.9719077	0.9907757	0.9899371	0.9903564	0.9903564	0.9538784	0.9832285
1	1	1	1	0.9708738	0.9708738	1	1	1	1	1	0.9708738	1	1	1	1	1	1	1	1	1	1	1	1	0.9902912	1	0.9708738	1	1	1	1	1	1	1	1	1	1	0.9708738	1	0.9708738
1	1	1	1	1	1	0.9973118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0.9805555	0.9925926	0.9740741	1	0.9527778	0.9805555	1	0.912963	0.8574074	0.9907407	0.9833333	1	0.9888889	0.9907407	1	1	0.9898148	0.9962963	1	0.9990741	0.9824074	1	1	1	0.9962963	0.9990741	0.9962963	0.9990741	0.9722222	0.9990741	1	1	1	1	0.9870371	1	1	1	0.9870371
1	1	1	1	1	0.9844237	0.9844237	1	0.982866	0.9563863	0.9836448	1	1	1	1	1	1	1	0.9844237	0.9836448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9781932	0.9883177
0.9955556	0.9866667	0.9911111	0.9911111	1	0.9866667	1	0.9911111	1	0.9866667	0.9955556	0.9822222	1	1	1	1	1	1	1	1	1	0.9955556	1	1	1	1	1	1	1	1	1	0.9955556	1	0.9688889	0.9822222	0.9822222	0.9777778	0.9866667	0.9866667	0.9866667
1	1	1	1	0.9761904	1	1	1	0.9971429	1	1	0.8466667	1	1	1	1	1	1	1	1	0.9761904	1	1	1	1	1	1	1	1	1	1	1	0.9847619	0.9685714	1	1	1	1	1	0.9542857
1	1	0.9948915	0.9750958	1	0.967433	0.9904215	1	0.9859515	0.9080459	0.9846743	0.8754789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9968072	1	0.8825032	0.9744572	0.9310345	0.9636015	0.931673	1	1	0.9386973	0.9987229
0.6840959	0.8845316	0.7639797	0.5279593	0.6201888	0.4989107	0.778504	0.9150327	0.4582426	0.3166304	0.8496732	0.3333333	0.9745824	0.9760349	0.7799564	0.600581	0.9339143	0.9114016	0.8787218	0.9927378	0.8729121	0.9302832	0.9578794	0.3180828	0.9774873	1	0.9440813	0.8801743	0.9920116	0.9811184	0.9927378	0.1641249	0.3159041	0.4793028	0.8576616	0.6114742	0.5141612	0.6870008	0.4684096	0.1895425
0.9661905	1	0.9980952	0.9385715	0.9880952	0.9723809	0.9685714	0.9919047	0.8942857	0.9723809	1	0.9723809	0.9938095	1	1	0.9933333	1	1	0.9990476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9519048	0.9552381	0.9752381
0.9854015	0.9829684	1	0.9829684	0.9805353	0.9805353	0.9659367	1	0.9805353	0.9391727	0.9659367	1	1	0.9829684	0.9805353	0.9805353	0.9659367	0.9756691	1	0.9927008	0.9829684	0.9829684	1	1	1	0.9659367	0.9635037	1	0.9659367	0.9756691	0.9659367	1	1	0.9805353	1	0.9829684	1	1	0.9975669	0.9683698
1	1	1	1	1	0.9950063	0.9937578	1	0.9981273	1	0.994382	0.9981273	0.9981273	1	1	1	1	0.994382	0.9937578	0.9950063	0.994382	0.9950063	1	1	1	1	0.9993758	0.9981273	0.9981273	0.9950063	0.9931336	1	0.9950063	0.9987516	1	1	0.9993758	1	0.9937578	0.9956304
1	1	1	0.9545454	1	1	1	1	1	0.9333333	1	0.9333333	0.960606	1	1	1	1	1	1	0.9454545	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8878788	1	1	1	1	1	0.9151515
1	1	1	1	1	0.9950618	0.9851852	1	1	0.9786008	0.9958848	0.9934157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9950618	1	1	1	1	1	1
1	1	1	0.9982194	0.9996439	1	0.9736467	0.9935898	0.9533476	0.9918091	0.9853989	0.8899572	0.9957265	0.9978632	0.9975071	0.9978632	1	1	0.9910969	1	1	1	1	0.9978632	1	1	0.9935898	1	1	1	1	0.9978632	0.9978632	0.9679487	0.997151	1	0.9811254	1	0.9650997	0.9704416
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.9987422	0.9924529	1	0.99413	0.9815513	0.9949685	0.9974843	0.9958071	0.9886792	0.9719077	0.9949685	0.6930817	1	1	0.9945493	0.9979036	1	1	0.9958071	0.9790356	1	0.9895178	1	0.9949685	0.99413	1	1	1	1	0.99413	0.9890985	1	0.9731656	0.9639413	0.978197	0.9844864	0.9890985	0.9924529	0.9056604	0.9924529
1	0.972973	0.972973	0.9504505	0.954955	0.972973	0.9256757	1	0.9504505	0.9504505	0.9662162	0.9234234	1	0.9504505	0.9707207	1	1	1	0.9887387	0.9707207	1	0.9256757	0.972973	1	0.9527027	1	1	0.9617117	0.9752252	0.9684685	0.9684685	1	0.9707207	0.9189189	0.9887387	0.9504505	1	1	0.9459459	1
0.9668175	1	0.9502262	0.9577677	1	0.9834087	0.9819005	0.9773756	0.9502262	0.8959276	0.9773756	0.8733032	1	1	0.9517345	0.9698341	1	1	1	1	0.9773756	0.9713424	0.9894419	0.9879336	1	1	1	0.9607843	0.933635	0.9803922	0.9306184	0.9668175	1	1	0.9773756	0.9638009	0.9773756	1	0.9713424	0.9351433
0	0.4886364	0.2954545	0	0.5227273	0	0	0.5	0	0	0.4886364	0	0.5227273	0.2954545	0	0	0.5227273	0	0.5	0.5113636	0	0	0.5	0	0.5454546	0.5340909	0.5227273	0.5454546	0.5227273	0.5227273	0	0.5	0.4886364	0	0	0	0	0	0	0
0.9869919	0.9853659	0.9365854	0.9430894	0.9869919	0.9869919	0.9398374	0.9869919	0.9544715	0.8747967	0.9869919	0.8682927	0.9869919	0.9869919	0.9869919	0.9853659	0.9869919	0.9869919	0.9869919	0.9886179	0.9902439	0.9869919	0.9869919	0.9869919	0.9886179	0.9869919	0.9869919	1	0.9869919	0.9918699	0.9869919	0.9869919	0.9869919	0.9869919	0.9869919	0.9739838	0.9869919	0.9918699	0.9853659	0.8926829
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.990303	0.9806061	0.9951515	0.9818182	0.9842424	0.979394	0.9939394	1	0.9963636	0.9842424	1	0.9733334	0.9866667	0.9963636	0.9915152	0.9987879	1	1	1	0.9915152	1	0.9842424	0.9866667	1	1	1	0.9842424	0.9927273	1	1	1	1	0.9890909	1	1	1	0.990303	0.9842424	0.9830303	0.9030303
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0.9853107	0.9661017	0.9491525	0.9096045	0.9943503	1	0.9514124	0.9966102	0.8700565	0.9977401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	0.974359	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9641026	1	1	1	1
0.9814149	0.9886091	1	1	0.9724221	1	0.9886091	1	0.9628297	0.9856115	0.9808154	0.8057554	0.9868106	0.9706235	0.9898081	1	0.970024	0.9886091	0.9724221	0.9706235	0.9868106	0.9826139	0.9970024	0.9904076	1	1	0.9916067	0.9982014	0.9706235	1	1	0.985012	0.9946043	0.9766187	0.9796163	0.9994005	0.9658273	0.9976019	0.970024	0.9880096
0.9941707	0.9660837	0.9602544	0.9523053	0.990991	0.9682035	0.90938	0.9899311	0.8648649	0.9427663	0.9660837	0.9406465	0.9756227	0.9899311	0.9936407	0.9899311	0.990991	0.9931108	0.9798622	0.9841018	0.9867514	0.9385267	0.9904611	0.9920509	0.9904611	0.9761526	0.9740329	0.9591945	0.9427663	0.9888712	0.9862215	0.9841018	0.9883413	0.9586645	0.9841018	0.9899311	0.9894012	0.9581346	0.9374669	0.9077901
1	0.9980218	1	1	1	1	1	1	0.9604352	0.925816	0.9881306	0.8209693	1	1	1	1	1	1	0.933729	1	1	1	1	1	1	0.9693373	1	1	1	1	1	1	1	0.9891197	0.9871414	0.9871414	0.9990109	0.9960435	0.9446093	1
0.9915825	0.8131313	0.9646465	0.9107744	0.8131313	0.8047138	0.7828283	0.7609428	0.7659932	0.7575758	0.8653198	1	0.8333333	0.9292929	0.993266	0.9393939	0.976431	1	0.9225589	1	0.959596	1	0.9343435	1	0.9848485	0.8400673	0.9730639	1	1	0.9983165	1	1	1	1	1	1	1	0.9511784	0.959596	0.9781145
1	1	1	1	1	0.9685864	1	1	0.9223385	0.9223385	0.9886562	1	1	0.9877836	1	0.9991274	1	1	0.9965096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0.9988852	1	1	1	1	1	1	0.9988852	0.9955407	1	1	1	1	0.9799331	1	1	0.9955407	0.9955407	1	0.9866221	0.9955407	1	1	1	1	1	1	1	1	1	0.9955407	0.9955407	1	1	1	1	1	1	0.9955407
0.9818643	0.9996373	0.9753355	0.9912949	0.9956474	0.9989119	0.9905695	0.9793254	0.9989119	0.9622778	0.9822271	0.9793254	0.9804135	0.9854915	0.9967356	0.9941966	0.9793254	0.9989119	0.994922	0.9840406	0.9793254	0.9829525	0.9981864	1	0.9981864	0.9815016	0.9989119	0.9952847	0.9793254	0.9989119	0.9800508	1	0.9989119	0.9989119	0.979688	0.9952847	0.9956474	0.9996373	0.9989119	0.9793254
0.808	0.6346667	0.728	0.7093334	0.8293333	0.32	0.5333334	0.8853334	0.1493333	0	0.5493333	0.368	0.6266667	0.6533333	0.528	0.4	0.6	0.9653333	0.8853334	0.4373333	0.304	0.464	0.9413334	0.4373333	0.8586667	0.6426666	0.8586667	0.7146667	0.9626667	0.6	0.8666667	0.7173333	1	0.224	0.5306666	0.768	0.7626666	0.9226667	0.744	0.264
0.9716312	0.9446809	0.9680851	0.9680851	0.9574468	0.8907802	0.9730496	0.9744681	0.8886525	0.912766	0.9758865	0.9680851	0.9652482	0.9829787	0.9872341	0.9758865	0.9773049	0.9914894	0.9624113	0.9822695	0.993617	0.9780142	0.9829787	0.9730496	0.9730496	0.9737589	0.9879433	0.9907801	0.9872341	0.970922	0.9879433	0.9921986	0.9737589	0.9652482	0.9716312	0.951773	0.9836879	0.9602837	0.9503546	0.929078
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9950981	1	1	1
1	1	1	0.9944134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9888268	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	0.9687848	1	1	0.9576366	1	0.9966555	1	0.9988852	1	1	0.9777035	1	1	0.9665552	1	1	1	1	0.9643255	0.9921962	0.9687848	1	0.9810479	1	0.9687848	0.9988852	0.993311	1	0.9921962	1	1	0.9988852
1	1	1	0.9967115	1	0.9967115	1	1	0.9952167	0.9904335	0.9967115	0.4074738	0.9976084	0.9988042	0.9988042	0.9964126	0.9991031	1	0.9967115	1	0.9991031	0.9964126	0.999701	0.9470852	0.9967115	1	0.9946188	0.9955157	0.9946188	0.9925262	0.9961136	0.9967115	0.9766816	0.8209268	0.8382661	0.9557549	0.9348281	0.9964126	0.9988042	1
1	0.987013	1	0.9805195	0.974026	0.978355	0.9891775	0.9891775	0.9805195	0.974026	0.978355	1	0.9805195	0.9805195	0.965368	0.9805195	0.987013	0.995671	1	1	0.9805195	0.974026	1	1	1	0.9891775	0.9891775	1	1	1	0.995671	1	1	1	1	1	1	1	1	1
0.7320631	0.2126558	0.2731122	0.3829687	0.408845	0.3648553	0.2338273	0.2924018	0.303458	0.2225359	0.271936	0.8390967	0.3620325	0.5217596	0.5946836	0.6024465	0.6993648	0.8228652	0.6838391	0.5979769	0.8536815	0.8746178	0.6353799	0.9456598	0.8964949	0.5304634	0.6772524	0.9237826	0.9623618	0.6567866	0.98518	0.9985886	0.9689485	0.9338979	0.9221359	0.7955775	0.889673	0.4991767	0.6182075	0.5492826
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0.9995849	1	1	1	0.9900374	0.8995434	1	1	1	1	1	1	0.9995849	1	1	1	1	1	1	1	0.9966791	1	1	1	1	1	0.9946036	0.9755085	1	1	1	1	0.9904525	0.9966791
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	0.9887446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9991342	1	1	1	1	0.9991342	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	0.9661017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	0.996724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.994822	0.9881338	0.9823085	0.987055	0.9959008	0.9641855	0.8636461	0.9393743	0.9026968	0.8435814	0.9184466	0.8990291	0.9542611	0.9665588	0.9823085	0.9725998	0.9823085	0.9926645	0.9102481	0.9197411	0.9672061	0.9738943	0.9255663	0.9900755	0.984466	0.9411003	0.8992449	0.9848975	0.9738943	0.9089536	0.9779935	1	0.999137	0.9833873	0.9779935	0.9449838	0.9900755	0.968932	0.9659116	0.980151
1	1	1	0.9763682	0.9477612	0.9726368	1	0.9763682	0.9962686	0.9490049	1	1	0.9726368	1	1	1	1	1	1	1	0.9888059	0.9937811	1	1	1	1	1	1	1	0.9925373	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	0.9478788	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9957576	1	0.9884849	1	1	1
1	1	1	1	0.9776786	1	0.9806548	1	0.9866071	0.9598214	1	0.6889881	1	1	1	1	1	1	1	1	1	1	1	0.9613096	1	1	1	1	1	1	1	0.9776786	0.9776786	0.6532738	0.8660714	0.9047619	0.8958333	0.9583333	0.9717262	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5753425	0	0	0	0	0.2876712	0	0	0	0	0	0	0	0	0	0.1917808	0.0684932	0	0	0	0	0
0.8441583	0.7073535	0.6991414	0.7939529	0.7583053	0.7732363	0.7049272	0.766704	0.6756252	0.656215	0.6539754	0.6461366	0.7820082	0.7859276	0.7577454	0.8223218	0.8820456	0.9137738	0.8406122	0.7612915	0.8639418	0.9035088	0.8301605	0.9238522	0.9115341	0.8701008	0.8435984	0.900336	0.8967898	0.8256812	0.9072415	0.9272116	0.9236655	0.8469578	0.8633819	0.883352	0.905935	0.8064576	0.7062337	0.75028
1	0.9923497	0.9983606	0.9256831	0.9814208	0.9663935	0.897541	0.9472678	0.7530054	0.7344262	0.9527323	0.9663935	0.9704918	0.9967213	0.9696721	0.9442623	0.9860656	1	0.9434426	0.9177595	0.9989071	0.9587432	0.9734973	1	1	0.9781421	0.9863388	0.9983606	0.9830601	0.8428962	0.9773224	0.9860656	0.9969946	0.9956284	1	1	1	0.9986339	0.9693989	0.9357923
1	1	1	1	1	1	1	1	1	1	1	0.9781837	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9974632	0.9994926	1
1	1	1	1	1	0.933642	1	1	0.9691358	0.9969136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.9835391	0.9835391	0.9811875	0.9676661	1	0.9835391	0.9641387	0.994709	0.9406232	0.9741328	0.9994121	0.9835391	1	0.9994121	0.994709	0.9835391	1	0.9917696	0.978836	1	1	1	1	1	0.994709	1	1	1	1	1	1	1	1	0.9929453	1	1	1	0.9917696	1	0.9941211
1	1	1	1	1	1	0.9992319	1	1	1	1	0.6801075	1	1	1	1	1	1	1	1	1	1	1	0.9804147	1	1	1	1	1	1	1	1	1	0.8824885	0.9715822	0.9884793	0.9496928	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9722222	0	0	0	0	0	0	0	0	0	0	0
1	0.9198036	0.8952537	0.8734315	0.9094381	0.8821604	0.9176214	0.9514457	0.7877796	0.7032188	0.9683579	0.9978178	0.9896345	0.9929078	0.9978178	0.9994544	0.9978178	0.9978178	0.9776323	0.9978178	0.9874523	0.9972723	0.9978178	1	0.9978178	0.9978178	1	0.9874523	0.9847245	0.9978178	1	1	1	0.9972723	1	1	1	1	0.9967267	0.9814512
0.9897436	0.9961538	0.9897436	1	1	1	0.9051282	0.9794872	0.9910256	1	0.9448718	0.2141026	0.8807693	0.8910257	1	1	1	1	0.7192308	0.8128205	1	1	0.5205128	0.825641	1	0.9025641	0.4782051	1	1	0.574359	1	0.7576923	0.8461539	0.5269231	0.801282	0.7282051	0.8435897	0.4974359	0.6820513	0.6025641
0	0	0.1388889	0	0	0	0	0	0.1111111	0	0	0.3472222	0	0.0416667	0	0	0	0	0	0	0	0	0	0.6666667	0	0.1944444	0	0	0	0	0	0.2777778	0.1388889	0	0.5972222	0.6388889	0.3194444	0.0833333	0.0138889	0.3611111
1	1	1	1	1	1	0.999435	1	0.9915254	1	1	0.9960452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999435	1	1	1	1	1	0.9983051	1	0.9971752	0.9903955	0.999435	0.9966102	1
1	1	1	1	1	0.9984766	0.9942108	0.9996953	0.9942108	0.9923827	1	0.9963437	0.9890311	0.9872029	1	0.9990859	0.9829372	1	0.9820232	0.9862888	1	1	0.9865935	1	1	0.9872029	0.9670932	1	1	0.9673979	1	1	1	0.9896405	1	1	0.9984766	0.9963437	0.9658745	0.9929921
0.9991015	0.9932615	0.9788859	0.9995508	0.9815813	0.958221	0.9092543	0.9959569	0.9083558	0.9025157	0.9263253	0.8679245	0.9806828	0.9609165	0.9748428	0.9865229	0.9636118	0.9901168	0.8122192	0.9631626	0.9640611	0.9932615	0.9465409	0.9761904	0.9892184	0.9820306	0.9465409	0.9860737	0.9878706	0.9559748	0.9815813	0.9946092	0.9986523	0.9878706	0.9631626	0.9788859	0.9532794	0.9537287	0.9469901	0.967655
1	0.9997404	1	1	1	1	1	1	1	0.9968848	0.9994808	0.9849429	1	1	1	1	1	1	0.9989616	1	1	1	1	1	1	0.998702	1	1	1	1	1	1	1	1	1	1	1	1	0.9976636	1
1	1	1	0.9940299	1	1	1	1	0.9810945	0.9810945	1	0.9721393	0.9920398	1	1	0.9920398	0.9970149	1	0.9840796	0.999005	1	0.9840796	1	1	0.9930348	1	1	1	1	1	1	0.9910448	1	1	1	0.9781095	1	1	1	0.9940299
0.9837399	0.9828365	0.9864498	0.9828365	0.9837399	0.9828365	0.9828365	0.9837399	0.9828365	0.9828365	0.9837399	0.8518519	0.9873532	0.9837399	0.9837399	0.9837399	0.9837399	0.9837399	0.9837399	0.9837399	0.9837399	0.9837399	0.9828365	0.9837399	0.9837399	0.9837399	0.9837399	0.9846432	0.9846432	0.9828365	0.9837399	0.9828365	0.934056	0.9295393	0.9214092	0.9774165	0.9837399	0.9837399	0.9259259	0.9837399
0.8354167	0.15625	0.7333333	0.825	0.7666667	0.91875	0.8166667	0.4645833	0.61875	0.7729167	0.5833333	0	0.2354167	0.5791667	0.9833333	1	0.5479167	1	0.4645833	0.5020834	1	1	0.1291667	0.2604167	1	0.5416667	0.6333333	1	1	0.2854167	1	0.3125	0.8	0.15625	0.4270833	0.6291667	0.3229167	0.1104167	0.1958333	0.2770833
0.9677419	0.9435484	0.9193549	0.8790323	0.9096774	0.8887097	0.9645161	0.9709678	0.8225806	0.9016129	0.7435484	0.6661291	0.9451613	0.883871	0.9548387	0.8822581	0.9580645	0.9612903	0.8677419	0.8870968	1	0.9435484	0.8467742	0.8709677	1	0.8225806	0.883871	0.9451613	0.9983871	0.9322581	0.9161291	0.9306452	0.9354839	0.8854839	0.8032258	0.8516129	0.7064516	0.783871	0.8677419	0.9290323
0.9979737	0.9959473	0.9949341	0.9842958	0.9827761	0.9741641	0.9969605	0.9929078	0.9701114	0.9802431	0.9787234	0.9336373	0.991388	0.991388	0.9807497	0.9832827	1	0.9741641	0.9721378	0.9761904	0.9787234	0.9858156	0.9924012	0.9832827	0.9979737	0.9898683	0.9964539	0.9883485	0.9822695	0.9898683	0.9787234	0.9979737	0.9979737	0.9625127	0.9832827	0.9868287	0.9979737	0.9908814	0.9924012	0.987842
1	1	0.9754522	0.9573643	1	0.9870801	0.9431524	1	0.873385	0.9560723	0.9134367	0.8979328	0.9767442	1	0.9767442	0.9793282	0.998708	1	0.9121447	0.9780362	1	1	0.9638243	0.9870801	1	1	0.9767442	1	0.9496124	0.9741602	1	0.9767442	0.9754522	0.9354005	0.9832041	0.9496124	1	1	1	0.9431524
1	1	1	0.9947826	1	1	0.9808696	1	0.9942029	1	1	0.9849275	1	1	1	1	1	0.9994203	0.9907246	1	1	1	1	0.9994203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9913043
1	1	1	1	1	1	1	1	1	0.9732143	1	0.9970238	1	1	0.9995748	1	1	1	0.9885204	1	1	1	1	1	0.9991497	1	1	1	1	0.9970238	1	1	1	1	1	1	1	1	1	1
