V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40
1	1	1	1	1	1	1	1	1	1	0.9934896	0.9674479	0.9947917	1	1	1	1	1	1	1	1	1	1	0.9934896	1	1	1	1	1	0.9986979	1	1	1	0.9934896	0.9934896	0.9921875	1	1	1	1
0.9	1	0.8454546	1	0.1727273	0.9363636	0.4090909	0.9636363	0.9636363	1	0.9272727	0.7636364	1	0.9454545	0.3636364	0.7727273	1	1	0.9454545	1	0.7727273	1	1	0.9545454	0.8181818	0.6454545	0.8272727	0.7727273	0.8636364	1	0.8181818	0.8181818	0.7727273	0.9	1	1	0.9	0.9272727	0.7727273	0.7545455
1	1	1	1	1	1	1	1	1	0.9642347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.590106	0.4416961	0.2002356	0.3533569	0.7338045	0.2650177	0.2791519	0.1849234	0.2414605	0.3969376	0.0883392	0.2650177	0.3804476	0.0883392	0.3886926	0.4970554	0.335689	0.7573616	0	0.2108363	0.6631331	0.590106	0	0.5147232	0.631331	0.1766784	0.2308598	0.7137809	0.6513546	0.1071849	0.6595995	0.1766784	0.1766784	0.1766784	0.0883392	0.0753828	0.2567727	0.2650177	0.3451119	0.3533569
1	1	1	1	1	1	0.9933934	1	0.9981982	0.954955	0.9975976	0.8186186	1	1	1	1	1	1	0.9873874	0.9975976	1	1	1	1	0.9993994	1	0.9933934	1	1	1	0.9981982	1	0.9963964	0.9825826	0.978979	0.9963964	0.9933934	1	1	0.9981982
1	0.9976326	0.9943182	0.9876894	0.9668561	0.9976326	1	1	0.9839015	0.9976326	1	0.9105114	0.9952651	0.9815341	0.9805871	1	0.9976326	0.9976326	1	0.9876894	1	0.9976326	0.9971591	0.983428	0.9938447	0.9867424	0.9976326	1	1	1	0.9952651	0.9796401	0.9805871	0.9493371	0.9592803	0.9862689	0.9881629	0.9919508	0.9668561	0.9734849
1	1	1	1	1	1	1	1	1	1	0.9984351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0.97787	1	0.9751037	1	1	0.966805	0.9322268	0.9502075	1	0.966805	0.4550484	1	1	0.966805	0.9917012	0.8257262	1	0.8271093	0.8810512	0.9861687	1	0.7773167	1	0.9820194	0.9363762	0.6390042	0.9751037	1	0.9571231	0.922545	1	1	0.1991701	0.3762102	0.5408022	0.5836791	0.8741356	0.9170125	0.8713693
1	1	1	1	1	1	1	1	1	1	1	0.9858468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	0.9689162	1	1	1	1	1	1	1	1	1	1	1	0.996728	1	1	1	1	1	1	1	1	1	0.9852761	0.996319	1	1	1	1	0.991411
0.9900498	0.9917081	0.9900498	0.9817579	0.9883914	0.9668325	0.9800995	0.9900498	0.9618574	0.9900498	0.9900498	0.9966832	0.9900498	0.9883914	0.9900498	0.9900498	0.9950249	0.9817579	0.9933665	0.9933665	0.9751244	1	0.9900498	1	0.9651741	1	1	1	0.9900498	0.9900498	0.9933665	0.9933665	0.9950249	0.9651741	0.9933665	0.9933665	0.9900498	0.9917081	0.9900498	0.9900498
1	1	1	1	0.9990435	0.998087	0.9952176	1	0.9823051	0.9818269	0.9985653	0.9803922	0.9947394	0.9990435	0.9937829	1	0.9937829	1	1	0.998087	1	1	1	0.9985653	1	1	0.9971306	1	1	1	1	1	0.9937829	0.9904352	1	1	1	1	0.9985653	0.9971306
1	1	1	0.9990282	1	0.9980564	1	1	0.9931973	1	1	0.9475219	1	1	0.9990282	1	1	1	0.9834791	1	0.9980564	1	1	1	1	1	1	1	1	1	1	1	1	0.9659864	0.9863946	0.9834791	0.9776482	1	0.9271137	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3888889	0	0.4027778	0.4305556	0	0.5833333	0.0694444	0	0	0	0.0694444	0.3055556	0	0.3472222	0	0	0.4027778	0.875	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	0.9797297	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.9865719	0.9865719	0.9865719	0.9810427	1	0.992891	1	0.9944708	0.9802527	0.9778831	1	0.978673	0.9889416	0.9834123	1	0.9889416	1	0.9865719	1	0.9865719	1	0.9849921	1	0.9818326	0.9944708	0.9834123	0.9826224	1	1	0.9944708	1	0.9739336	0.9747235	0.9494471	1	1	0.9802527	0.978673	1	0.9881517
0.9954128	0.9933741	0.9969419	0.9969419	0.9892966	0.9969419	0.9933741	0.9969419	0.9928644	0.9841998	0.9898063	0.9913354	0.9841998	0.9933741	0.9898063	0.9969419	0.9898063	0.9898063	0.9841998	0.9969419	0.9974516	0.9841998	0.9969419	0.9969419	0.9913354	0.9898063	0.9898063	0.9938838	0.9969419	0.9969419	0.9969419	0.9913354	0.990316	0.9898063	0.9933741	0.9969419	0.9969419	0.9969419	0.9862385	0.9918451
1	1	1	1	1	1	1	1	1	1	1	0.997647	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.1413134	0.2684954	0.1670823	0.2493766	0.2144638	0.2493766	0.3433084	0.5951787	0.2676642	0.3890274	0.4887781	0.0091438	0.5203658	0.5170407	0.6583541	0.3632585	0.7955112	0.8985869	0.5619285	0.6650041	0.9293433	0.8179551	0.6433915	0.0216126	0.9592685	0.7281796	0.6783043	0.964256	0.964256	0.8004987	0.9700748	0.1870324	0.1246883	0.1637573	0.1246883	0.1803824	0.1246883	0.166251	0.0623441	0.1338321
1	0.9965636	1	0.9671978	0.9981256	0.971259	0.9693846	1	0.9165885	0.9465792	0.9684474	0.9415808	1	0.9956264	0.9975008	0.9990628	1	1	0.9818807	0.9937519	0.9953139	0.9946892	1	1	1	1	0.9965636	1	1	1	0.9987504	0.9981256	1	0.9900031	0.9850047	1	0.9978132	0.9900031	0.9768822	0.9878163
1	1	1	1	1	1	1	1	0.9937778	1	1	0.7353333	1	1	1	1	1	1	1	1	1	1	0.9997778	0.9806666	1	1	1	1	1	1	1	1	1	0.8566667	0.8275555	0.9586667	0.9428889	1	0.9904444	1
1	1	1	1	1	1	1	1	1	1	1	0.995396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	0.9926108	1	1	1	1	1	1	1	0.9696223	1	1	1	0.9926108	1	1	1	0.9893268	0.9926108	0.9893268	1	1	1	1	0.9926108	1	0.9827586	0.9860427	1	1	1	1	1	1	0.9893268	1	0.9876847	1
1	1	1	1	1	1	1	1	0.995549	0.975272	1	0.9663699	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9935707	1	1	0.9772502
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	0.9930556	0.9739583	1	1	0.8836806	0.9184028	0.9878472	1	1	0.9739583	1	0.9930556	0.9704861	1	1	1	1	1	1	1	0.9947917	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0.9902741	1	1	1	1	1	0.9920424	1	1	0.9991158	1	1	0.9893899	1	1	1	1	0.9991158	0.9991158	1	0.9991158	0.9991158	1	1	1	1	1	0.9991158	1	0.9991158	1	1	0.9991158	1	1	1	1	1	1
0.9939394	0.9991021	0.9979798	0.9948373	0.9885522	0.9941639	0.9694725	1	0.9791246	0.9544332	0.9622896	0.8684624	0.996633	1	1	0.993266	1	0.9995511	0.9656566	0.9982043	1	1	0.9970819	0.9775533	1	0.9854097	0.9872054	0.9919192	0.9993266	0.9649832	0.9984287	1	0.9901235	0.9856341	0.9809203	0.9683502	0.9741863	0.9780023	0.9694725	0.9649832
1	0.9942424	0.9939394	0.9975758	1	0.9763637	0.9721212	0.9984848	0.9930303	0.9784849	0.9978788	0.9860606	1	1	1	0.9981818	1	0.9993939	0.9609091	0.9990909	0.9984848	0.9936364	0.9939394	0.9990909	1	0.9636363	0.9872727	0.9960606	1	0.9948485	0.9957576	0.9993939	1	0.9921212	0.9678788	0.9978788	0.9963636	0.9951515	0.9718182	0.9709091
1	1	1	1	1	1	1	1	1	1	1	0.9527559	1	1	1	1	1	1	1	1	1	0.9982502	1	1	1	1	1	1	1	1	1	1	1	0.9973753	1	0.9973753	1	1	1	1
0.980695	0.972973	0.988417	0.9407979	1	0.997426	0.9395109	0.985843	0.98713	0.9369369	0.966538	0.8880309	0.951094	0.983269	0.981982	0.9716859	1	0.998713	0.981982	0.985843	0.952381	0.972973	0.966538	1	1	0.9588159	0.965251	0.981982	0.976834	0.9343629	0.997426	0.980695	0.966538	0.984556	0.9716859	0.970399	0.9305019	1	0.97426	0.975547
1	1	1	0.9754769	1	1	0.9990917	0.986376	0.9573115	0.8610354	0.91099	0.986376	1	1	1	1	1	1	0.9972752	1	1	0.9927339	1	0.9981835	1	1	1	1	0.9918256	1	1	1	1	0.9936422	1	1	1	0.9754769	0.9954587	0.9891008
1	1	0.9990758	1	0.9990758	1	0.9987677	1	1	1	1	0.6534196	1	1	1	1	1	0.9984596	1	1	1	1	0.9972274	0.9574862	1	1	1	1	0.9919901	0.9944547	1	0.9941466	0.9944547	0.7975971	0.9017252	0.9596426	0.9420826	0.9987677	1	0.9944547
1	1	1	1	1	1	1	1	1	1	1	0.9905571	1	1	1	1	1	1	0.9962229	1	1	1	1	1	1	1	1	1	0.9943343	1	0.9943343	1	1	0.9669499	0.9924457	1	0.9981114	1	1	1
0.460501	0.3959537	0.4653179	0.3082852	0.3111753	0.3911368	0.411368	0.3882466	0.3680154	0.3400771	0.3121387	0.2630058	0.3921002	0.4123314	0.4373796	0.4566474	0.4017341	0.5115607	0.3853565	0.3834297	0.4421965	0.4238921	0.4807322	0.2928709	0.4267823	0.3786127	0.3815029	0.4017341	0.3911368	0.4094412	0.3863198	0.3516378	0.3834297	0.2822736	0.2947977	0.38921	0.3082852	0.3082852	0.3179191	0.3352601
0.568684	0.5744476	0.5619597	0.5629203	0.5706052	0.5955812	0.5523535	0.5225744	0.568684	0.5571566	0.5494717	0.431316	0.5533141	0.5763689	0.5696446	0.6147935	0.6503362	0.5792507	0.5475504	0.5754083	0.5821326	0.6138328	0.5667627	0.5446686	0.5965418	0.5878962	0.5494717	0.5629203	0.6032661	0.5321806	0.556196	0.4668588	0.5533141	0.4361191	0.5177714	0.5677233	0.5081652	0.5110471	0.560999	0.4447646
0.236715	0.1449275	0.1642512	0.12657	0.1826087	0.1826087	0.1304348	0.1835749	0.1091787	0.1439614	0.1932367	0.178744	0.2280193	0.2202899	0.2251208	0.2386473	0.2048309	0.2599034	0.210628	0.2135266	0.2270531	0.2009662	0.2173913	0.2115942	0.1990338	0.2599034	0.2231884	0.2019324	0.1748792	0.2850242	0.1835749	0.2193237	0.2125604	0.1922705	0.1884058	0.1797101	0.221256	0.1845411	0.178744	0.1623188
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	0.9924242	0.9952651	1	0.9952651	0.9886364	1	0.9024621	1	0.9981061	1	1	1	1	1	0.9981061	1	1	1	1	1	1	1	1	1	1	1	1	0.9914773	0.9488636	0.9573864	1	1	1	0.9886364	1
1	1	1	1	1	1	1	1	1	1	1	0.9060241	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9919679	0.986747	0.9666666	1	1	1	0.997992
0.9802853	0.971725	0.9808041	0.9587548	0.9797665	0.9924773	0.9789883	0.9763943	0.9120622	0.9333333	0.9756161	0.8500649	0.9919585	0.9616083	0.9940337	0.985214	0.9901426	0.9937743	0.9745784	0.9769131	0.9844358	0.9909209	0.9929961	0.9725032	0.9831388	0.9937743	0.9618677	0.9833982	0.9955902	0.9976653	0.989105	0.9966277	0.9909209	0.9156939	0.9343709	0.9571984	0.9548638	0.9538262	0.9138781	0.9081712
1	1	1	0.994302	1	1	1	1	1	0.991453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9957265
1	1	1	1	1	1	1	1	0.9824945	0.9905179	0.9788476	0.9088257	1	1	1	1	1	1	0.9992706	1	0.9985412	1	1	1	1	1	1	1	1	1	1	1	1	0.9919767	1	1	1	1	0.9657184	1
1	0.9993034	1	0.9867642	1	0.9777081	0.9376524	0.9683037	0.8697318	0.8303727	0.9916406	1	0.9940787	0.9968652	0.9933821	0.9895507	1	1	1	1	1	1	1	1	1	0.9989551	1	1	0.9989551	1	1	1	1	1	1	1	1	1	1	1
1	0.9939713	0.9884451	0.9894499	0.9929666	0.9972368	0.990957	0.9944738	0.9836724	0.9696056	0.9972368	0.9331826	0.9972368	0.9949762	0.9972368	0.9977393	0.9972368	0.9964833	0.9964833	0.9984928	0.9899523	0.9977393	0.9886963	0.9974881	0.9977393	0.9949762	0.9821653	0.9969857	0.992213	0.9871892	0.9949762	0.9972368	0.9942226	0.9897011	0.9972368	0.9972368	0.992213	0.9972368	0.9949762	0.9977393
1	1	1	0.9747042	0.997552	0.9853121	0.9779682	0.9824561	0.9844961	0.8947368	0.9804162	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.996736	0.9893921	1
0.6781609	0.2351097	0.2351097	0.0783699	0.1567398	0.0783699	0.1295716	0.2351097	0.3594566	0.1201672	0.5485893	0.9550679	0.4879833	0.6196447	0.9561129	0.7941484	0.9446186	0.984326	1	1	0.9811912	0.9498433	1	1	1	0.9989551	1	1	1	1	1	1	1	1	0.9373041	0.9602926	1	0.3145246	0.2351097	0.1567398
1	0.9333333	0.8622951	0.8546448	0.8852459	0.736612	0.9322404	0.7803279	0.5508197	0.673224	0.8404372	1	0.8983607	1	0.9934426	0.9071038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.987429	0.6423358	0.5377129	0.6206407	0.594485	0.5415653	0.4912814	0.5948905	0.4083536	0.3309003	0.6255069	1	0.7096512	0.7195864	0.7706813	0.6893755	0.9278184	0.9663423	0.9375507	0.9584347	0.9758719	0.9377534	0.9529603	1	0.9703974	0.9241687	0.9912814	0.9920924	0.9835767	0.992498	0.9987835	1	1	1	1	1	1	0.9770884	0.9829684	0.9203163
1	0.9024652	0.9442658	0.9292604	0.9281886	0.9078242	0.5080386	0.6441586	0.7095391	0.2336549	0.6184351	1	0.7813505	0.5766345	0.795284	0.7095391	0.9657021	1	0.7073955	0.9346195	0.7663451	0.9271168	0.8681672	1	1	0.7224008	0.8317256	1	0.9860665	0.9528403	0.9989282	1	1	1	1	1	1	1	0.9914255	1
0	0	0	0	0.890411	0	0	0.9041096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9041096	0.0136986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.9992492	1	0.9954955	0.9977477	0.9977477	0.9984985	0.9857357	0.9966216	0.960961	0.9673423	0.9928679	0.5653153	0.9977477	1	0.9943694	1	1	1	0.9977477	1	1	1	1	0.9429429	0.9981231	1	1	1	0.9973724	0.9981231	0.9962462	0.9943694	0.9973724	0.9091592	0.9354354	0.9418168	0.9733483	0.9906156	0.9812312	0.9954955
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.9983305	0.9866444	0.984975	0.9955481	0.9977741	1	0.981636	0.9599332	0.9860879	0.9860879	0.9538119	0.5286589	0.8580968	0.9727323	1	0.9966611	0.968837	1	0.8614357	0.902059	1	1	0.9404563	0.9988871	1	0.9972176	0.8491931	1	1	0.8146911	1	0.9988871	1	0.6477463	0.6761269	0.8842515	0.8670006	0.8085698	0.6494157	0.8736783
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.7255555	0.6305556	0.4788889	0.4227778	0.7205555	0.6083333	0.34	0.3527778	0.3394445	0.3738889	0.3111111	0.7427778	0.4611111	0.63	0.72	0.5394444	0.7022222	0.9422222	0.5061111	0.47	0.8183333	0.85	0.6677778	0.9661111	0.8472222	0.5683333	0.5294445	0.9111111	0.92	0.5688889	0.8655556	0.9372222	0.9772222	0.8183333	0.8311111	0.85	0.7938889	0.6261111	0.5833333	0.5694444
0.9832869	0.990715	0.9712163	0.9619313	0.9591458	0.827298	0.9489322	0.9953575	0.7780873	0.6620241	0.9972145	0.9647168	0.9749303	0.9777158	0.9721448	0.9480037	1	1	0.9795729	1	1	1	1	0.9665738	1	1	0.9879295	0.9990715	0.9870009	1	1	0.9795729	0.9851439	0.9545032	1	0.9860724	0.9990715	0.998143	0.9424327	0.8913649
1	1	1	1	1	1	1	1	0.9891976	1	1	0.9943416	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9953704	0.9933128	0.9922839	0.9969136	1	0.9927983	1	1	0.9984568	1	0.9994856	1	1	0.9943416	0.9994856
1	0.9993939	0.9969697	0.9945455	0.9939394	1	0.9745455	0.9939394	0.8193939	0.9109091	0.9951515	1	1	0.9951515	0.979394	1	1	1	1	0.9987879	0.9945455	0.9981818	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.9925094	0.9787765	0.9612984	0.9338327	0.9975031	0.9950063	0.8476904	0.9787765	0.9650437	0.9051186	0.9675406	0.9213483	0.9413233	0.9750312	0.9862671	0.937578	1	0.9987516	0.980025	1	1	0.9925094	0.9987516	0.9900125	0.9900125	1	0.9775281	1	0.9950063	0.9962547	0.9850187	0.9600499	0.9975031	0.9213483	0.9837703	1	0.9812734	0.9975031	0.9850187	0.9975031
1	1	1	1	1	1	1	1	1	0.9987677	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0.9884696	1	0.9769392	0.9895178	0.9979036	0.9958071	0.9968553	0.9863732	0.9916143	0.9874214	0.9549266	0.9968553	0.9989518	0.975891	0.9895178	0.9790356	0.9863732	0.9706499	0.9979036	0.9559748	0.9842767	0.9874214	0.9979036	0.9863732	0.975891	1	0.9685535	0.9979036	0.9737945	0.9863732	1	1	0.9947589	0.9895178	1	1	1	0.9874214	0.9968553
1	0.9168801	0.7090806	0.7287219	0.852263	0.824936	0.6057501	0.8445773	0.724452	0.636493	0.9140336	1	0.8793054	0.9276971	0.9851978	0.9231426	0.9795047	1	0.9948761	0.97922	0.9997153	1	0.9854825	1	0.9980074	0.9849132	1	1	0.9988614	0.9994307	0.9931682	1	1	1	1	1	1	0.9960148	0.9655565	0.9729576
0.9859649	0.8818713	0.8222222	0.8187134	0.7964912	0.8596491	0.9450293	0.825731	0.6397661	0.8596491	0.9520468	0.8444445	0.9087719	0.8479532	0.9263158	0.8994152	1	0.9871345	0.9438596	0.980117	1	0.9625731	0.9672515	0.9321637	1	0.9614035	0.9590643	1	0.9543859	0.916959	1	0.9356725	0.8538012	0.9298246	0.6830409	0.9052632	0.8783626	0.8421053	0.7321637	0.8573099
1	0.9972337	0.9896265	1	0.9986169	0.9979253	1	1	0.9958506	0.9979253	0.988935	0.7807745	1	0.9965422	1	1	1	0.9958506	0.9958506	0.9979253	0.9965422	1	0.9979253	0.9771784	0.9965422	1	1	0.9958506	0.9965422	0.9979253	0.9986169	1	1	0.9308437	1	1	1	0.9972337	0.9785615	1
1	1	1	1	1	1	1	1	1	1	1	0.986524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0.9856189	1	0.3107345	1	0.9979455	1	1	1	1	0.9522342	0.9974319	1	1	0.9876733	0.819209	1	1	1	1	0.9994864	0.9938367	1	0.9712378	0.9409348	0.6363636	0.6456086	0.8474576	0.8243452	0.9784284	0.9260401	0.9044684
0.986014	1	1	1	0.990676	0.990676	1	1	1	1	1	0.2400932	1	1	1	1	1	1	1	1	1	1	1	0.8648019	1	1	1	1	1	1	1	0.993007	0.990676	0.8298368	0.5687646	0.8111888	0.981352	1	0.8857809	0.6643357
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	0.98999	1	1	1	1	1	1	1	1	1	1	1	1	1	0.987988	1	1	1	0.980981	1	1	1	0.996997	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0.9966832	0.9911553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.4252874	0.4310345	0	0	0	0.4770115	0	0	0	0	0.2643678	0.4310345	0.4022988	0	0	0	0	0	0.4310345	0	0.4310345	0.1436782	0	0	0	0.4252874	0	0	0.5977011	0	0.4310345	0	0	0	0	0.4310345	0	0	0.4310345
1	1	1	1	1	1	1	1	1	1	1	0.7508143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9679696	0.990228	0.907709	0.9674267	0.9527687	0.9397394	0.9929425	0.9153094	0.9880565
1	1	0.9971691	0.9961076	1	1	0.9936306	0.9998231	1	0.9945152	0.9945152	0.9090587	1	0.9991153	1	1	0.9870842	1	0.9708068	0.9225053	0.9998231	0.9915074	0.9961076	1	1	1	0.9929228	1	1	0.985138	0.9984077	0.9984077	0.9989384	1	1	1	1	1	0.9759377	0.9814225
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0.9548287	0.9937695	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.9282178	0.8858636	0.9023652	0.9268427	0.9224423	0.8611111	0.8011551	0.8946645	0.8630363	0.8886139	0.8751375	0.8355336	0.9040154	0.889989	0.9584708	0.9331683	0.920242	0.9617712	0.8831133	0.8611111	0.9361936	0.9040154	0.8946645	0.9188669	0.9518702	0.8721122	0.9372937	0.9070407	0.9328933	0.9070407	0.9548955	0.9257426	0.8897139	0.8556105	0.8622112	0.8748625	0.8987899	0.919417	0.830308	0.8792629
1	1	1	1	1	0.9864636	1	1	1	0.9881557	0.9881557	0.9424704	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9949238	1	1	1	1	1	0.9847715	1	1	1	1	1
0.9954955	0.9954955	0.9842342	1	0.9527027	0.972973	0.9864865	0.9842342	0.9662162	0.9481982	0.9752252	1	0.9954955	0.9864865	1	0.9797297	0.9954955	1	1	1	0.963964	0.9617117	1	0.9954955	1	0.9864865	0.9932432	1	0.9797297	0.9842342	1	1	0.9954955	0.9954955	1	0.9932432	1	1	0.9617117	1
0.1002445	0.2200489	0.5273024	0.1010595	0.1222494	0.1222494	0.2591687	0.2770986	0.1173594	0.0391198	0.3317033	0.1222494	0.2208639	0.4286879	0.1801141	0.1483293	0.2208639	0.2412388	0.1572942	0.2387938	0.1629992	0.2599837	0.3007335	0.3602282	0.3422983	0.194784	0.1711491	0.4433578	0.4669927	0.3757131	0.4784026	0.9902201	0.9877751	0.1833741	0.3039935	0.4417278	0.1833741	0.8174409	0.5126324	0.1564792
1	0.9920886	0.9973629	0.9725738	1	1	0.9736287	0.9783756	0.9462025	0.753692	1	1	0.9920886	1	0.9651899	0.9799578	1	1	1	1	0.9920886	0.9583333	1	1	0.9984177	1	1	0.9931434	0.9836498	0.9883966	0.9952531	1	0.996308	1	0.9994726	1	1	1	0.9920886	0.9894515
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	0.8519638	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.998993	1	1	1	1
0	0	0.2577319	0	0	0	0	0.676976	0	0	0	0	0	0.2130584	0	0	0	0	0.2577319	0.2577319	0	0	0.2577319	0	0	0	0	0	0.2577319	0.3814433	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0.998358	1	0.9967159	1	0.9835796	0.9844006	1	1	0.9835796	0.9950739	0.9835796	1	1	0.9835796	0.9860427	1	1	0.998358	1	0.9835796	1	1	1	1	1	0.9835796	1	0.9835796	0.9835796	1	1	1	1	1	1	0.9835796	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.9924925	0.993994	0.978979	0.981982	0.993994	0.98999	0.9714715	1	0.957958	0.957958	0.950951	1	0.9724725	0.9834835	1	0.9804805	0.9834835	1	0.9934935	1	0.998999	0.992993	0.990991	1	0.991992	0.990991	1	1	1	0.9964965	0.98999	0.9994995	1	0.9894895	1	1	1	1	1	0.978979
1	1	1	1	1	1	1	1	1	1	0.9908467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.1811594	0.1538992	0.0838509	0.1024845	0.0662526	0.1062802	0.0517598	0.0890269	0.1035197	0.0776398	0.1035197	0.1035197	0.1811594	0.1552795	0.0258799	0.1035197	0.1135266	0.2615597	0.0876467	0.0804003	0.1311249	0.0258799	0.1031746	0.2329193	0.2512077	0.2115252	0.0776398	0.2146308	0.0776398	0.1035197	0.1014493	0.2163561	0.2222222	0.2149758	0.2374051	0.1549344	0.2815735	0.084196	0.0258799	0.1290545
