Geneid	S38.fastq.gz	S37.fastq.gz	S35.fastq.gz	S32.fastq.gz	S31.fastq.gz	S29.fastq.gz	S26.fastq.gz	S25.fastq.gz	S23.fastq.gz	S20prime.fastq.gz	S20.fastq.gz	S19.fastq.gz	S16.fastq.gz	S15.fastq.gz	S12.fastq.gz	S11.fastq.gz	S8.fastq.gz	S7.fastq.gz	S4.fastq.gz	S3.fastq.gz
GWK60_G01991	1055	992	1326	1978	3271	1778	2253	1053	2275	2391	1915	1294	1681	1074	1435	1762	638	1058	700	508
GWK60_G02013	217	228	339	381	399	425	855	293	584	482	404	295	374	236	285	310	138	189	109	102
GWK60_G02035	1221	1027	569	464	466	526	892	317	451	331	247	169	207	135	184	213	218	285	654	505
GWK60_G02057	419	334	1813	1710	1883	1685	2761	840	932	662	514	386	459	281	426	511	159	306	140	95
GWK60_G02079	1638	1408	1658	1478	2747	2141	3517	1599	3183	2133	1833	1409	1805	1213	1240	1330	573	882	977	747
GWK60_G02101	212	226	183	139	244	213	350	110	246	203	188	144	153	120	193	200	72	164	104	91
GWK60_G02123	1033	975	1045	1089	1491	1250	2087	731	1416	1150	930	645	855	585	829	934	433	736	640	458
GWK60_G02145	1096	1092	328	286	401	377	842	267	687	1085	825	747	1122	698	886	1063	459	681	481	495
GWK60_G02167	806	750	841	759	896	841	1501	512	849	601	586	365	469	274	413	478	213	294	465	366
GWK60_G02189	358	356	499	512	699	568	1045	378	717	666	559	402	565	329	520	556	246	482	277	206
GWK60_G02211	391	349	231	313	352	293	666	207	420	355	273	234	301	171	252	330	161	238	152	140
GWK60_G02233	259	274	803	796	1227	1002	1617	549	1043	780	684	461	625	350	482	560	164	286	175	116
GWK60_G02255	521	507	259	260	303	201	255	134	322	248	188	194	153	118	261	322	282	358	433	327
GWK60_G02277	2555	2338	689	571	494	601	826	302	311	137	121	104	88	59	92	117	380	458	1877	1314
GWK60_G02299	733	600	1246	1007	1339	1373	1641	829	981	652	546	364	407	227	217	230	183	231	822	623
GWK60_G02321	26189	22145	2661	1697	1266	2132	3463	1229	1387	1117	884	754	1248	894	5696	5788	6842	9749	17729	15074
GWK60_G02343	1227	1086	980	805	1028	927	1964	704	1510	1318	1071	759	1158	753	868	1038	540	810	618	538
GWK60_G02365	287	282	252	281	419	299	574	208	372	270	200	150	196	142	165	198	92	159	179	105
GWK60_G02387	524	503	285	259	342	264	500	179	249	124	111	87	78	54	118	111	96	166	357	268
GWK60_G02409	885	763	1040	965	1203	1172	2234	702	1394	1161	876	632	1009	609	838	938	309	512	424	332
GWK60_G02431	4	11	704	586	837	798	1481	497	663	286	227	170	145	87	26	31	2	4	2	2
GWK60_G02453	349	383	394	450	406	561	1058	418	618	537	381	295	415	295	527	618	217	352	465	257
GWK60_G02475	566	546	951	804	1248	1146	1808	761	1384	1025	818	552	874	567	653	802	282	406	395	262
GWK60_G02497	639	504	81	64	42	50	105	39	43	13	14	14	12	9	16	16	50	79	330	252
GWK60_G02519	312	312	781	728	1059	812	1723	570	1036	965	756	520	767	469	687	686	191	324	142	109
GWK60_G02541	6705	6208	6750	6207	10898	7962	9982	4794	8004	7528	5785	3950	5898	3895	4607	6014	1700	3061	2166	1716
GWK60_G02563	809	874	1670	2177	2052	2171	3489	1224	1910	2678	2034	1249	2062	1129	1264	1505	493	807	274	254
GWK60_G02585	750	684	2055	1851	3112	2187	3271	1178	1775	1698	1375	931	1331	868	1016	1422	241	375	31	27
GWK60_G02607	573	462	2719	1826	5228	1964	1743	702	802	985	820	380	540	459	428	838	34	47	0	1
GWK60_G02629	944	892	428	282	244	286	553	202	214	126	102	80	63	57	93	103	152	167	535	404
GWK60_G02651	585	524	181	145	132	155	237	85	99	51	46	43	31	17	47	47	90	100	297	215
GWK60_G02673	892	842	851	586	901	653	1356	476	970	843	678	560	821	537	900	1039	435	692	482	366
GWK60_G02695	633	684	1270	1183	1776	1387	2419	949	1654	1276	1156	760	1090	764	919	1101	448	680	415	320
GWK60_G02717	405	387	2195	2889	5964	3504	5761	2077	4564	4181	3101	2239	3181	1878	1932	2075	246	449	54	42
GWK60_G02739	0	0	0	1	1	1	4	0	1	1	2	0	4	0	0	0	0	0	1	0
GWK60_G02761	776	713	1777	1499	1873	2003	3260	1317	2021	1491	1214	934	1004	730	1080	1241	364	649	413	301
GWK60_G02783	11981	10135	10121	10262	21446	12518	17956	8059	15917	15580	12030	8827	13937	9215	13282	15648	4728	7154	4960	4150
GWK60_G02805	19	18	158	156	308	236	237	123	247	136	105	80	107	74	71	87	4	14	4	4
GWK60_G02827	853	807	734	635	823	759	1367	496	1008	803	662	509	626	453	648	723	380	552	534	441
GWK60_G02849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_G02871	2729	2196	328	246	232	294	428	167	234	164	133	96	105	75	159	186	345	444	1509	1288
GWK60_G02893	530	523	724	602	772	703	1181	385	610	480	416	305	405	247	399	453	263	406	366	262
GWK60_G02915	146	134	317	179	366	213	458	173	428	410	310	269	510	298	340	391	100	177	81	69
GWK60_G02937	478	400	327	280	314	311	568	187	307	184	137	119	133	90	131	174	118	147	263	190
GWK60_G02959	6863	5761	3326	2693	2408	2999	4706	1828	2290	1202	962	830	690	414	1553	1901	1915	2750	4651	3702
GWK60_G02981	801	702	228	225	249	272	369	151	238	140	133	89	98	67	104	106	117	175	476	335
GWK60_G03003	266	209	165	188	245	209	297	153	235	126	112	74	70	44	65	71	48	60	122	75
GWK60_G03025	1207	997	987	807	1141	1149	1828	749	1279	962	747	587	842	515	870	887	428	709	697	562
GWK60_G03047	815	710	1063	990	1019	1186	2436	807	1430	984	788	629	922	532	778	913	294	478	400	284
GWK60_G03069	688	649	216	182	266	232	363	113	336	545	450	379	599	393	578	688	317	501	285	251
GWK60_G03091	234	219	453	417	522	500	906	291	645	431	361	280	355	235	324	372	150	225	101	117
GWK60_G03113	1549	1393	2507	2516	5027	3272	5084	2019	4064	3305	2402	1962	2700	1943	2645	3086	779	1218	482	461
GWK60_G03135	864	813	1599	1035	856	1390	2951	1002	1834	1007	862	565	799	448	719	729	426	701	653	544
GWK60_G03157	567	744	5629	6143	12951	9104	14893	6276	13761	7743	6294	4854	6027	3963	3255	4369	1192	3280	220	145
GWK60_G03179	7567	5885	1901	1398	1471	1800	2797	1145	1856	1440	1125	896	1050	693	1716	1848	1991	2841	5808	4513
GWK60_G03201	340	294	471	517	648	578	1129	363	706	503	433	276	361	175	280	269	123	158	159	127
GWK60_G03223	2263	1969	1470	1214	1622	1487	2606	997	1731	1284	1142	844	1166	757	1121	1397	746	1185	1388	1168
GWK60_G03245	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3	1	2	0	1	2
GWK60_G03267	991	891	722	775	1070	835	1597	574	1098	1003	782	578	872	542	925	1034	437	760	615	501
GWK60_G03289	333	349	1115	1054	1146	1327	2152	705	1315	813	781	494	712	428	569	637	313	460	487	315
GWK60_G03311	3842	3354	1882	1544	1303	1585	1371	760	907	458	370	273	207	155	237	350	520	692	2901	2188
GWK60_G03333	1045	844	376	272	379	322	537	210	430	323	274	216	339	216	344	410	216	385	510	432
GWK60_G03355	262	329	181	141	222	229	417	163	337	294	234	200	255	186	314	322	175	251	402	286
GWK60_G03377	800	714	1272	1153	1786	1625	2485	885	1790	1259	1042	754	1035	637	988	1074	371	609	511	410
GWK60_G03399	101	109	207	163	171	306	484	195	357	219	165	147	170	73	108	148	38	61	31	22
GWK60_G03421	313	333	402	412	607	477	813	289	440	326	248	158	220	158	242	274	123	164	196	110
GWK60_G03443	26870	22802	2090	1364	987	1614	2875	1003	948	675	511	494	666	514	4150	4040	6415	8818	17543	14822
GWK60_G03465	703	602	246	364	450	303	442	181	356	252	205	177	124	96	187	244	219	313	365	275
GWK60_G03487	282	313	630	619	916	641	1094	411	690	543	426	316	380	264	314	425	149	235	219	127
GWK60_G03509	2392	2051	998	946	1268	1070	1813	674	1137	923	773	573	762	495	764	963	600	925	1350	1073
GWK60_G03531	2890	2487	1353	1236	1871	1350	2325	964	2086	1810	1386	1176	1642	1125	1830	2249	997	1584	1651	1307
GWK60_G03553	159	128	77	87	94	90	163	58	129	124	69	65	95	53	89	98	53	94	67	55
GWK60_G03575	2456	2084	1170	1172	1371	1245	2241	830	1636	1373	1141	1013	1339	813	1491	1734	892	1483	1435	1188
GWK60_G03597	388	351	440	372	605	369	586	264	504	361	347	273	394	241	420	453	194	305	216	187
GWK60_G03619	436	474	149	229	359	208	363	153	336	304	248	190	211	152	464	423	268	392	289	223
GWK60_G03641	1891	1969	7727	8873	23756	13820	14952	7622	14648	11521	8448	5731	7593	5072	3903	4830	1283	2570	997	691
GWK60_G03663	4897	7251	5936	4988	4690	5204	5553	2947	5067	2696	2068	1645	1919	1791	4667	10289	12939	28357	2892	6829
GWK60_G03685	4	7	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	4	9	7
GWK60_G03707	266	218	135	156	152	148	312	111	231	271	225	197	239	168	283	276	100	166	144	99
GWK60_G03729	736	916	7035	9092	9901	11541	23024	8141	17060	11255	8833	6422	7690	4033	4405	4938	2091	3430	196	356
GWK60_G03751	193	119	200	277	223	340	606	231	466	326	274	142	214	94	217	212	99	159	265	173
GWK60_G03773	411	292	37	23	19	26	39	19	39	27	20	19	31	25	46	46	68	108	471	321
GWK60_G03795	1526	1568	2967	2745	4443	3291	4691	1714	2944	2166	1923	1218	1725	1083	1554	1995	657	1203	966	687
GWK60_G03817	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0
GWK60_G03839	812	846	1112	1241	1812	1545	2367	886	1777	1524	1216	862	1227	906	1238	1401	563	925	561	412
GWK60_G03861	1190	1177	1306	1111	1407	1254	2600	871	1795	1517	1277	908	1358	784	1073	1350	567	855	820	629
GWK60_G03883	884	796	954	986	1426	1179	1975	756	1342	1338	935	745	992	611	890	1051	489	758	545	393
GWK60_G03905	139	142	219	263	474	269	416	173	299	215	148	122	166	105	131	210	84	124	137	72
GWK60_G03927	703	626	529	508	757	578	988	354	679	582	476	384	510	355	528	643	286	432	314	258
GWK60_G03949	4	2	5	11	21	10	26	11	10	9	4	3	5	8	3	6	1	7	2	1
GWK60_G03971	79	68	107	89	128	116	244	88	147	113	108	88	97	72	86	82	33	62	61	26
GWK60_G03993	319	333	474	469	620	526	1106	394	659	641	502	359	429	266	336	410	134	196	198	148
GWK60_G04015	211	216	207	193	243	203	309	122	247	140	116	109	107	84	116	152	76	102	140	121
GWK60_G04037	3748	3470	1075	1163	1931	1355	1743	865	1589	1155	889	777	906	691	1376	1635	885	1536	2299	1747
GWK60_G04059	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GWK60_G04081	42	44	43	44	62	48	98	32	52	45	35	42	31	29	24	32	22	28	27	7
GWK60_G04103	0	1	0	1	0	4	2	0	3	0	0	0	0	0	0	1	1	1	0	0
GWK60_G04125	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
GWK60_G04147	784	735	849	747	916	887	1455	589	976	768	672	508	661	429	477	625	266	430	280	262
GWK60_G04169	2316	2024	844	847	1080	931	1749	698	1252	1175	906	695	991	524	1000	1196	741	1198	1298	1084
GWK60_G04191	535	490	122	102	130	125	164	116	156	131	112	71	136	90	210	241	142	242	311	254
GWK60_G04213	2926	2280	1035	735	673	827	1217	490	577	299	239	163	179	121	162	194	415	478	1566	1204
GWK60_G04235	3421	3430	4306	4371	7027	4918	7639	2642	3537	3151	2375	1351	1822	1027	1379	1758	677	1036	405	327
GWK60_G04257	9	7	54	78	132	89	168	54	86	53	68	29	49	21	30	18	4	8	3	1
GWK60_G04279	566	496	1006	806	447	912	1736	635	839	450	344	274	359	203	234	300	178	258	611	402
GWK60_G04301	734	634	242	229	285	274	494	176	359	515	460	326	582	345	583	605	337	557	446	343
GWK60_G04323	365	361	667	656	1046	728	1154	459	868	677	530	386	523	300	421	514	175	276	224	167
GWK60_G04345	131	134	113	135	142	125	228	70	123	80	61	59	51	43	71	81	54	72	96	49
GWK60_G04367	332	308	165	147	169	148	225	98	165	120	98	77	96	58	116	104	84	120	215	172
GWK60_G04389	402	306	539	519	857	752	1201	431	859	648	503	347	454	315	383	462	189	281	135	103
GWK60_G04411	1528	1248	941	836	971	869	1627	570	862	510	434	319	394	226	448	484	326	487	730	523
GWK60_G04433	425	439	159	170	222	198	466	144	298	323	288	243	406	232	355	398	193	341	239	179
GWK60_G04455	866	885	445	476	622	565	902	382	968	1480	1219	877	1398	844	825	1071	338	608	350	318
GWK60_G04477	340	326	529	505	628	577	1089	398	781	611	474	317	526	305	405	465	203	336	142	148
GWK60_G04499	405	443	586	552	681	695	1440	510	863	604	545	391	558	322	487	569	233	371	282	214
GWK60_G04521	758	543	578	531	556	645	1031	484	721	561	394	366	349	229	429	511	250	436	680	438
GWK60_G04543	3188	2809	370	173	252	304	446	230	317	166	161	114	156	112	197	240	174	239	416	324
GWK60_G04565	9	4	14	8	11	9	19	6	14	5	6	6	12	4	5	8	0	2	2	1
GWK60_G04587	610	493	672	552	992	715	1092	399	790	680	497	377	527	339	516	683	222	412	219	183
GWK60_G04609	322	309	1333	1445	2250	1691	2992	1044	2063	1587	1352	1008	1336	851	1140	1254	353	584	129	90
GWK60_G04631	6083	5211	986	1224	1058	1137	1483	758	1490	1044	891	785	618	500	1784	1932	1950	2798	3667	2965
GWK60_G04653	752	672	965	847	1184	1090	1878	635	1182	872	644	515	771	512	704	837	334	537	412	304
GWK60_G04675	1442	1562	1633	1932	3132	2289	3109	1606	3121	3000	2234	1461	2048	1398	1695	2138	720	1581	915	647
GWK60_G04697	768	721	736	728	932	929	1468	548	1014	902	670	527	641	434	676	700	417	625	434	387
GWK60_G04719	65	50	48	44	81	65	84	41	90	56	54	21	35	20	31	38	18	22	27	14
GWK60_G04741	746	796	681	631	783	573	1170	435	670	513	401	260	373	252	443	459	269	412	490	371
GWK60_G04763	590	541	206	180	176	179	333	137	181	96	74	75	53	43	67	82	81	122	339	279
GWK60_G04785	298	354	277	313	395	337	605	235	404	299	224	172	187	134	209	194	109	158	157	132
GWK60_G04807	22615	18902	2085	1618	1129	1692	2621	829	859	462	383	349	472	401	2958	2927	4010	5710	14680	12029
GWK60_G04829	581	716	972	1038	1684	1147	2150	783	1428	1776	1392	1031	1498	939	1428	1562	579	1033	413	332
GWK60_G04851	2730	2134	737	775	922	773	1209	489	805	827	599	538	558	421	996	1104	743	1106	1242	1103
GWK60_G04873	786	669	755	888	1408	1113	972	725	1195	998	733	398	516	306	401	563	209	541	500	312
GWK60_G04895	1046	924	373	298	376	363	608	213	385	248	224	163	229	145	318	307	256	340	625	518
GWK60_G04917	0	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	2
GWK60_G04939	335	319	175	181	131	164	383	154	202	141	107	79	107	66	104	109	83	130	125	89
GWK60_G04961	346	334	695	578	867	799	1633	490	1076	1024	754	585	933	521	801	759	191	267	185	122
GWK60_G04983	257	255	175	149	209	170	395	128	182	141	131	92	112	76	138	143	102	127	157	106
GWK60_G05005	1097	995	816	812	1282	986	1784	702	1452	1185	1000	726	922	627	921	1092	469	709	593	497
GWK60_G05027	227	251	927	869	1196	964	1774	638	1037	827	681	506	693	442	527	710	268	430	148	86
GWK60_G05049	77	136	4996	4721	10154	5255	8120	3700	6288	3660	2904	2318	2420	1714	846	860	45	77	5	4
GWK60_G05071	1477	1403	992	941	1362	900	1928	677	1282	1092	918	717	1064	650	1227	1316	729	1102	818	679
GWK60_G05093	1309	1117	584	565	947	604	737	358	598	401	391	300	345	267	442	512	217	353	399	280
GWK60_G05115	21	6	29	24	53	32	37	9	30	19	22	5	16	12	10	13	5	17	12	9
GWK60_G05137	2377	2325	7507	8594	18565	11049	16570	6595	13766	11196	9000	6800	9170	6599	6984	8450	1526	2495	743	582
GWK60_G05159	235	306	1280	1565	3776	2048	3673	1413	3057	2677	2073	1673	2175	1317	1641	1644	338	563	181	101
GWK60_G05181	652	568	269	199	206	246	391	168	246	167	124	108	103	65	116	139	147	183	388	326
GWK60_G05203	1102	942	748	551	843	659	1042	431	934	666	626	495	653	443	755	974	446	711	471	445
GWK60_G05225	9	15	251	265	405	255	416	166	245	161	103	52	83	48	49	65	21	24	12	9
GWK60_G05247	1308	1303	467	401	478	377	669	290	569	441	340	311	382	257	581	681	433	641	1017	780
GWK60_G05269	341	328	413	342	597	405	532	239	417	307	262	209	238	169	174	260	86	125	165	115
GWK60_G05291	1442	1383	559	717	949	623	957	365	827	811	641	541	601	440	828	951	602	925	816	620
GWK60_G05313	439	413	861	900	1537	1060	1791	597	1253	1130	977	700	926	568	801	980	312	632	261	217
GWK60_G05335	0	1	0	2	1	3	2	0	2	1	1	5	1	2	3	2	1	0	0	0
GWK60_G05357	766	908	16965	17404	46759	22721	28060	12745	23954	17608	14321	11440	13924	10154	7555	9518	579	1031	194	153
GWK60_G05379	873	1020	2332	1962	5074	3002	4236	2122	4308	3226	2607	2190	2750	2031	1976	2183	470	772	395	373
GWK60_G05401	59	73	127	141	155	177	179	85	158	103	90	62	56	45	55	70	37	83	45	32
GWK60_G05423	613	557	953	1227	1715	1355	2061	873	1674	1495	1176	802	988	591	1161	1201	558	956	445	364
GWK60_G05445	32	30	3809	3790	1820	4935	13629	3981	6631	2200	1662	871	868	257	57	52	8	26	10	12
GWK60_G05467	299	269	180	193	204	254	294	129	246	288	206	122	223	126	165	243	140	296	246	182
GWK60_G05489	291	349	1225	1122	1328	1085	1903	690	1076	846	669	545	731	393	642	678	298	548	246	204
GWK60_G05511	392	393	1800	1979	3562	2565	4323	1575	3453	2932	2534	1936	2642	1710	1161	1304	183	304	127	108
GWK60_G05533	75	72	159	168	303	151	217	102	172	116	88	83	78	77	70	81	34	61	58	37
GWK60_G05555	1040	864	393	276	307	257	490	157	181	78	64	49	20	24	41	32	108	104	716	568
GWK60_G05577	425	355	455	284	337	380	548	223	336	158	125	125	101	88	89	112	97	136	287	273
GWK60_G05599	1653	1421	893	874	1277	954	1842	697	1435	1529	1117	919	1351	817	1459	1506	645	1075	824	676
GWK60_G05621	271	236	144	114	212	107	173	88	206	81	75	62	62	58	83	122	78	130	119	104
GWK60_G05643	1483	1537	3380	3256	7802	4940	7809	3434	7437	7111	5438	4491	6322	4311	5160	5774	1037	1947	471	416
GWK60_G05665	631	624	177	273	284	231	362	123	267	246	198	156	156	93	249	280	216	327	454	318
GWK60_G05687	1402	1132	490	414	437	348	814	274	372	243	213	159	165	108	208	220	298	375	827	592
GWK60_G05709	3007	2622	1093	642	924	1105	1979	1104	1742	3431	2652	2017	2740	1750	2779	3082	1645	2316	1745	1425
GWK60_G05731	790	689	434	368	429	457	1096	364	613	588	437	382	573	351	519	539	254	360	342	235
GWK60_G05753	19375	16994	1460	875	518	952	1612	557	633	456	344	303	482	355	2775	2961	5127	7107	13667	11420
GWK60_G05775	355	432	917	1139	1864	1291	2344	833	1623	1663	1279	925	1303	873	922	1011	276	481	262	173
GWK60_G05797	7	6	108	141	227	168	189	63	87	52	31	28	27	18	18	12	5	9	4	8
GWK60_G05819	198	205	1939	1957	4607	2513	4007	1555	2532	1577	1098	857	979	607	602	586	101	156	62	50
GWK60_G05841	887	845	1745	1649	2504	1804	2186	1165	1938	1596	1289	765	1112	686	904	1156	551	1134	915	674
GWK60_G05863	2747	2768	8431	7878	13634	8069	9113	4240	6638	5173	3798	2363	3521	2362	2629	3419	1327	2741	2	1
GWK60_G05885	1096	1042	2410	2633	4596	3320	4296	2107	3891	3282	2417	1581	2050	1174	1411	1790	510	949	422	298
GWK60_G05907	663	627	1236	1278	2030	1560	2577	901	1830	1627	1280	881	1329	864	1265	1228	381	682	250	168
GWK60_G05929	404	387	335	290	298	336	709	223	349	327	314	205	281	154	280	284	167	281	186	151
GWK60_G05951	2311	2054	2262	1925	2418	2192	3586	1401	2538	1625	1275	972	1332	881	1357	1655	771	1206	1293	983
GWK60_G05973	97	108	386	349	170	424	855	320	404	205	181	90	136	65	77	86	44	89	52	26
GWK60_G05995	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GWK60_G06017	375	409	169	220	276	213	282	146	316	243	199	155	176	111	222	256	207	285	316	241
GWK60_G06039	2358	2148	724	592	592	589	901	366	397	160	143	101	106	70	55	90	183	176	1457	946
GWK60_G06061	997	920	578	528	763	679	1277	478	953	862	669	552	686	466	741	842	414	583	575	466
GWK60_G06083	306	284	376	382	494	399	874	307	527	490	313	247	335	200	309	325	139	215	152	121
GWK60_G06105	490	458	920	900	1278	1306	2350	877	1600	1076	910	712	938	661	706	848	271	432	177	147
GWK60_G06127	960	912	686	440	650	421	917	304	842	532	506	388	686	526	953	1067	462	625	790	633
GWK60_G06149	904	850	803	838	1431	1052	1776	653	1231	1149	851	684	940	589	1085	953	378	627	403	321
GWK60_G06171	1841	1648	2012	1418	2101	1564	2047	816	1351	928	696	551	747	499	514	758	389	613	1292	1010
GWK60_G06193	862	816	2274	2150	2676	2448	4812	1728	3039	2110	1613	1318	1584	1025	1267	1365	423	807	488	403
GWK60_G06215	552	696	475	489	860	529	1003	357	696	934	684	576	917	630	1122	1161	449	923	525	332
GWK60_G06237	679	541	725	531	857	729	1080	392	516	293	245	199	244	163	197	233	131	183	316	253
GWK60_G06259	21461	18095	2035	1216	788	1397	1879	699	727	526	391	331	549	399	2534	2983	4926	6528	14585	11864
GWK60_G06281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_G06303	619	649	531	535	591	599	1101	406	694	606	447	315	470	282	493	568	254	418	326	234
GWK60_G06325	530	528	802	740	869	787	1557	544	879	646	564	396	493	321	475	495	230	391	314	227
GWK60_G06347	924	939	1537	1505	1972	1664	3229	1152	2073	1693	1347	959	1161	670	803	809	228	373	318	274
GWK60_G06369	383	394	683	677	1012	818	1201	463	896	824	641	550	614	488	726	884	295	454	209	148
GWK60_G06391	1129	1107	473	633	893	621	575	387	724	512	443	368	226	205	452	510	492	702	770	622
GWK60_G06413	664	637	424	346	406	435	587	246	453	325	295	199	275	199	289	356	217	328	364	253
GWK60_G06435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_G06457	3786	2859	4779	5143	10130	7284	10547	4943	9643	7973	6025	4922	5147	3506	5814	6534	1750	3181	1555	1212
GWK60_G06479	2152	2090	1087	1263	1790	1166	1973	799	1636	1386	1110	970	1201	788	1633	1865	1097	1545	1352	1091
GWK60_G06501	1091	1016	352	441	604	530	891	364	813	1275	1025	773	1322	801	1123	1216	510	836	478	413
GWK60_G06523	25	23	28	42	69	42	160	33	51	48	34	37	57	27	48	39	10	18	14	15
GWK60_G06545	271	243	347	239	375	315	534	194	343	224	204	152	205	115	146	171	70	147	124	97
GWK60_G06567	1090	1138	2348	2721	4687	3190	4376	1919	3794	3226	2677	1628	2704	1646	1795	2289	654	1209	474	386
GWK60_G06589	124	146	58	70	91	74	56	59	108	88	88	73	70	52	146	165	83	113	76	72
GWK60_G06611	1686	1588	2444	2131	3097	2603	4036	1615	3280	2550	2059	1611	2159	1529	1933	2492	999	1553	1050	844
GWK60_G06633	3660	3272	1145	1080	1325	1214	2233	851	1681	1524	1245	951	1245	764	1604	1775	1158	1840	2135	1679
GWK60_G06655	317	282	379	294	383	302	670	249	469	369	291	233	317	202	278	285	98	166	154	90
GWK60_G06677	4138	3622	6200	5950	8838	7441	12761	4827	9025	7033	5882	4538	5634	3694	5035	5978	2075	3405	691	500
GWK60_G06699	509	452	318	313	363	328	488	201	285	234	150	102	163	84	162	166	126	203	327	221
GWK60_G06721	1	1	0	3	0	0	0	1	2	0	2	1	1	0	1	2	0	2	2	2
GWK60_G06743	747	678	160	145	98	145	154	83	129	85	61	47	54	34	67	76	116	170	408	335
GWK60_G06765	1077	966	687	701	1001	842	1477	538	907	931	636	507	685	433	754	766	353	557	608	434
GWK60_G06787	191	183	407	411	698	528	691	299	519	401	324	243	281	184	238	248	113	137	99	85
GWK60_G06809	483	467	305	387	509	319	504	223	323	257	208	164	123	104	186	218	164	225	343	238
GWK60_G06831	3290	2519	207	145	121	140	217	124	146	73	52	43	40	31	79	102	276	353	1735	1480
GWK60_G06853	406	346	366	273	349	289	443	201	297	132	119	84	104	53	112	127	89	118	376	290
GWK60_G06875	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
GWK60_G06897	1228	1186	394	400	482	516	969	356	755	1117	890	681	1123	644	1031	1025	499	751	542	491
GWK60_G06919	29335	25253	1680	893	631	1127	1784	677	801	531	444	408	547	457	3467	3939	7186	9654	19188	16698
GWK60_G06941	555	541	483	379	711	367	464	204	571	403	329	322	293	210	340	401	270	431	482	383
GWK60_G06963	6877	8638	10813	10128	15535	9924	8351	5804	10720	11661	8024	4347	7474	4584	4419	7029	3049	7304	4929	2918
GWK60_G06985	753	876	1589	1473	2094	1829	2203	1042	2025	1516	1316	736	1073	731	913	1233	523	1001	455	336
GWK60_G07007	677	682	668	818	1533	1282	1758	736	2001	3263	2534	1907	3107	1936	2154	2555	639	1230	300	249
GWK60_G07029	698	691	1500	1634	3091	2211	2782	1351	2420	2131	1623	1044	1488	994	1285	1600	445	831	357	275
GWK60_G07051	1346	1174	631	554	658	611	1031	377	765	664	498	386	509	334	653	722	415	635	650	513
GWK60_G07073	575	520	432	485	605	473	688	302	525	409	319	254	317	193	277	376	206	362	319	228
GWK60_G07095	1953	1634	1605	1027	1501	1275	2834	963	2067	2091	1731	1191	2220	1292	1911	2165	926	1314	965	834
GWK60_G07117	1906	1744	3183	3326	6221	4214	7601	2725	5200	4257	3285	2562	3295	2206	2630	3012	854	1250	982	715
GWK60_G07139	454	420	197	226	201	207	441	171	330	433	317	296	495	251	384	421	182	286	178	183
GWK60_G07161	3284	2936	884	935	1173	1066	1246	648	1002	742	559	445	457	365	720	809	911	1312	2151	1592
GWK60_G07183	1656	1676	2600	2568	4629	3601	4364	2065	3376	2652	2043	1249	1751	1201	1405	1773	674	1217	1049	711
GWK60_G07205	745	744	220	228	252	267	496	196	441	648	479	484	611	377	563	613	296	486	382	330
GWK60_G07227	503	530	404	467	579	495	590	276	490	355	259	177	245	164	222	252	133	298	388	319
GWK60_G07249	2187	1796	419	322	391	366	539	216	297	140	117	90	60	51	99	108	203	221	1188	889
GWK60_G07271	46	42	14	13	12	11	25	6	14	9	8	6	6	3	5	4	7	10	12	3
GWK60_G07293	769	664	618	508	599	581	1249	454	827	690	587	425	602	370	475	613	266	403	369	262
GWK60_G07315	2661	2156	4497	4899	8672	5924	9741	3267	6620	5032	4345	3224	4381	2560	3466	3764	985	1540	568	448
GWK60_G07337	4777	4404	13084	14935	30216	20489	29679	14022	25652	20974	16044	13029	14944	11046	9722	12119	2691	5128	2128	1798
GWK60_G07359	4	0	2	1	3	2	6	7	4	2	8	5	8	3	5	8	3	2	2	0
GWK60_G07381	891	826	857	836	1311	899	749	444	898	651	482	391	310	290	243	533	260	558	496	448
GWK60_G07403	874	837	874	932	1605	1103	1864	710	1422	1381	988	863	1203	822	1597	1615	644	1146	347	272
GWK60_G07425	2691	2789	2963	2878	3618	3020	6261	2220	4456	4154	3493	2553	3642	2060	2758	2919	1076	1571	1102	907
GWK60_G07447	464	467	500	491	709	586	1191	434	811	696	594	492	592	364	495	507	227	403	292	229
GWK60_G07469	72	44	67	50	71	68	93	39	73	60	68	45	51	30	43	47	20	31	38	22
GWK60_G07491	1175	1092	1597	1445	1737	1739	3276	1053	1980	1571	1201	915	1261	791	1131	1160	558	741	638	468
GWK60_G07513	1259	1214	748	748	930	867	1798	593	1194	1342	980	755	1137	678	979	1096	546	867	561	458
GWK60_G07535	472	433	351	389	603	503	970	332	667	751	575	445	686	366	503	530	194	287	214	132
