Well	Cycle	ΔRn
D5	14	129479.7734375
D5	15	137819.171875
D5	16	141332.3125
D5	17	144393.203125
D5	18	147980.25
D5	19	149935.046875
D5	20	151604.78125
D5	21	153442.828125
D5	22	154119.328125
D5	23	155940.46875
D5	24	156780.796875
D5	25	157973.890625
D5	26	158786.484375
D5	27	159293.046875
D5	28	159990.234375
D5	29	160363.359375
D5	30	161332.609375
D5	31	162356.6875
D5	32	162536.328125
D5	33	163430.796875
D5	34	163883.640625
D5	35	163955.515625
D5	36	165052.859375
D5	37	165372.640625
D5	38	165356.328125
D5	39	165687.359375
D5	40	165673.359375
D6	1	
D6	2	
D6	3	
D6	4	
D6	5	
D6	6	
D6	7	
D6	8	
D6	9	
D6	10	
D6	11	
D6	12	
D6	13	
D6	14	
D6	15	
D6	16	
D6	17	
D6	18	
D6	19	
D6	20	
D6	21	
D6	22	
D6	23	
D6	24	
D6	25	
D6	26	
D6	27	
D6	28	
D6	29	
D6	30	
D6	31	
D6	32	
D6	33	
D6	34	
D6	35	
D6	36	
D6	37	
D6	38	
D6	39	
D6	40	
D7	1	
D7	2	
D7	3	
D7	4	
D7	5	
D7	6	
D7	7	
D7	8	
D7	9	
D7	10	
D7	11	
D7	12	
D7	13	
D7	14	
D7	15	
D7	16	
D7	17	
D7	18	
D7	19	
D7	20	
D7	21	
D7	22	
D7	23	
D7	24	
D7	25	
D7	26	
D7	27	
D7	28	
D7	29	
D7	30	
D7	31	
D7	32	
D7	33	
D7	34	
D7	35	
D7	36	
D7	37	
D7	38	
D7	39	
D7	40	
D8	1	
D8	2	
D8	3	
D8	4	
D8	5	
D8	6	
D8	7	
D8	8	
D8	9	
D8	10	
D8	11	
D8	12	
D8	13	
D8	14	
D8	15	
D8	16	
D8	17	
D8	18	
D8	19	
D8	20	
D8	21	
D8	22	
D8	23	
D8	24	
D8	25	
D8	26	
D8	27	
D8	28	
D8	29	
D8	30	
D8	31	
D8	32	
D8	33	
D8	34	
D8	35	
D8	36	
D8	37	
D8	38	
D8	39	
D8	40	
D9	1	
D9	2	
D9	3	
D9	4	
D9	5	
D9	6	
D9	7	
D9	8	
D9	9	
D9	10	
D9	11	
D9	12	
D9	13	
D9	14	
D9	15	
D9	16	
D9	17	
D9	18	
D9	19	
D9	20	
D9	21	
D9	22	
D9	23	
D9	24	
D9	25	
D9	26	
D9	27	
D9	28	
D9	29	
D9	30	
D9	31	
D9	32	
D9	33	
D9	34	
D9	35	
D9	36	
D9	37	
D9	38	
D9	39	
D9	40	
D10	1	
D10	2	
D10	3	
D10	4	
D10	5	
D10	6	
D10	7	
D10	8	
D10	9	
D10	10	
D10	11	
D10	12	
D10	13	
D10	14	
D10	15	
D10	16	
D10	17	
D10	18	
D10	19	
D10	20	
D10	21	
D10	22	
D10	23	
D10	24	
D10	25	
D10	26	
D10	27	
D10	28	
D10	29	
D10	30	
D10	31	
D10	32	
D10	33	
D10	34	
D10	35	
D10	36	
D10	37	
D10	38	
D10	39	
D10	40	
D11	1	
D11	2	
D11	3	
D11	4	
D11	5	
D11	6	
D11	7	
D11	8	
D11	9	
D11	10	
D11	11	
D11	12	
D11	13	
D11	14	
D11	15	
D11	16	
D11	17	
D11	18	
D11	19	
D11	20	
D11	21	
D11	22	
D11	23	
D11	24	
D11	25	
D11	26	
D11	27	
D11	28	
D11	29	
D11	30	
D11	31	
D11	32	
D11	33	
D11	34	
D11	35	
D11	36	
D11	37	
D11	38	
D11	39	
D11	40	
D12	1	
D12	2	
D12	3	
D12	4	
D12	5	
D12	6	
D12	7	
D12	8	
D12	9	
D12	10	
D12	11	
D12	12	
D12	13	
D12	14	
D12	15	
D12	16	
D12	17	
D12	18	
D12	19	
D12	20	
D12	21	
D12	22	
D12	23	
D12	24	
D12	25	
D12	26	
D12	27	
D12	28	
D12	29	
D12	30	
D12	31	
D12	32	
D12	33	
D12	34	
D12	35	
D12	36	
D12	37	
D12	38	
D12	39	
D12	40	
E1	1	-7.960832119
E1	2	-5.1732606888
E1	3	24.4038619995
E1	4	-1.260715127
E1	5	6.7565927505
E1	6	15.7905025482
E1	7	-5.8472189903
E1	8	-6.6895303726
E1	9	-18.3934135437
E1	10	-12.4581375122
E1	11	9.0389070511
E1	12	-15.452085495
E1	13	-0.7594848275
E1	14	6.1150007248
E1	15	-0.4941560626
E1	16	-10.2764091492
E1	17	-0.9317081571
E1	18	-14.0843219757
E1	19	1.7635521889
E1	20	-7.8377923965
E1	21	-13.340259552
E1	22	8.0693826675
E1	23	8.4255571365
E1	24	15.1411075592
E1	25	12.32076931
E1	26	-21.0359458923
E1	27	1.3717422485
E1	28	29.6419792175
E1	29	-12.0482320786
E1	30	6.2415370941
E1	31	25.9829654694
E1	32	25.1946105957
E1	33	18.3093299866
E1	34	35.2038345337
E1	35	38.8205070496
E1	36	28.2140369415
E1	37	20.9605922699
E1	38	30.3384971619
E1	39	33.5679626465
E1	40	30.4326820374
E2	1	-97.0771484375
E2	2	97.0771484375
E2	3	343.2763671875
E2	4	883.708984375
E2	5	1663.6630859375
E2	6	3210.8955078125
E2	7	5944.8310546875
E2	8	11270.6044921875
E2	9	21182.71875
E2	10	38491.26171875
E2	11	66189.125
E2	12	103435.265625
E2	13	139914.5
E2	14	160988.4375
E2	15	169972.78125
E2	16	174154.59375
E2	17	176999.8125
E2	18	179745.5
E2	19	182390.578125
E2	20	184958.203125
E2	21	185779.8125
E2	22	187787.21875
E2	23	187952.515625
E2	24	188914.5625
E2	25	188436.640625
E2	26	190149.640625
E2	27	191713.53125
E2	28	191870
E2	29	193031.328125
E2	30	194066.90625
E2	31	193964.5
E2	32	194341.046875
E2	33	195511.25
E2	34	195442.5625
E2	35	194301.015625
E2	36	196440.96875
E2	37	196318.03125
E2	38	196560.03125
E2	39	196886.28125
E2	40	195950.90625
E3	1	13.265625
E3	2	-13.265625
E3	3	213.0859375
E3	4	453.6123046875
E3	5	855.49609375
E3	6	1680.5830078125
E3	7	3190.3056640625
E3	8	5935.8125
E3	9	11131.27734375
E3	10	20916.521484375
E3	11	38237.71875
E3	12	66107.0546875
E3	13	103909.0625
E3	14	141631.625
E3	15	165521
E3	16	173854.5
E3	17	177958.28125
E3	18	181804.1875
E3	19	185749.09375
E3	20	187016.6875
E3	21	189217.5625
E3	22	190661.59375
E3	23	191026.625
E3	24	192848.75
E3	25	194133.40625
E3	26	194800.15625
E3	27	196240.96875
E3	28	196894.4375
E3	29	197599.90625
E3	30	198261.3125
E3	31	199240.90625
E3	32	199550.90625
E3	33	200210.3125
E3	34	200678.0625
E3	35	201690.90625
E3	36	202227.96875
E3	37	202407.03125
E3	38	201795.09375
E3	39	202281.21875
E3	40	202351.71875
E4	1	103.3935546875
E4	2	-103.3935546875
E4	3	317.77734375
E4	4	734.158203125
E4	5	1401.9951171875
E4	6	2472.5185546875
E4	7	4608.7666015625
E4	8	8772.3095703125
E4	9	16473.08984375
E4	10	30521.90625
E4	11	53338.64453125
E4	12	88123.2734375
E4	13	127518.484375
E4	14	157768.484375
E4	15	170827.4375
E4	16	175344.828125
E4	17	179376.640625
E4	18	183243.953125
E4	19	185677.625
E4	20	187806.203125
E4	21	189721.453125
E4	22	190014.296875
E4	23	191488.21875
E4	24	194563.828125
E4	25	195696.9375
E4	26	196054.875
E4	27	195531.75
E4	28	198198.875
E4	29	199066.765625
E4	30	199690.703125
E4	31	200790.703125
E4	32	201761.015625
E4	33	202426.359375
E4	34	202086.078125
E4	35	202148.59375
E4	36	202517.390625
E4	37	204835.28125
E4	38	203169.765625
E4	39	205252.09375
E4	40	204908.765625
E5	1	-90.4077148438
E5	2	90.4077148438
E5	3	538.7524414063
E5	4	1359.0834960938
E5	5	2795.2368164063
E5	6	5607.5825195313
E5	7	10677.5546875
E5	8	20103.8828125
E5	9	36353.1640625
E5	10	61816.59765625
E5	11	93317.234375
E5	12	121319.5390625
E5	13	134820.8125
E5	14	138921.1875
E5	15	142503.671875
E5	16	144893.4375
E5	17	147633.0625
E5	18	149742.828125
E5	19	151296.1875
E5	20	152705.484375
E5	21	154156.46875
E5	22	155098.375
E5	23	156123.828125
E5	24	157119.09375
E5	25	158336.859375
E5	26	158834
E5	27	159558.84375
E5	28	160531.71875
E5	29	160840.296875
E5	30	160949.28125
E5	31	161458.5
E5	32	161851.390625
E5	33	162281.703125
E5	34	162509.75
E5	35	162413.796875
E5	36	163336.84375
E5	37	163757.421875
E5	38	163573.65625
E5	39	164023.046875
E5	40	163854.0625
E6	1	
E6	2	
E6	3	
E6	4	
E6	5	
E6	6	
E6	7	
E6	8	
E6	9	
E6	10	
E6	11	
E6	12	
E6	13	
E6	14	
E6	15	
E6	16	
E6	17	
E6	18	
E6	19	
E6	20	
E6	21	
E6	22	
E6	23	
E6	24	
E6	25	
E6	26	
E6	27	
E6	28	
E6	29	
E6	30	
E6	31	
E6	32	
E6	33	
E6	34	
E6	35	
E6	36	
E6	37	
E6	38	
E6	39	
E6	40	
E7	1	
E7	2	
E7	3	
E7	4	
E7	5	
E7	6	
E7	7	
E7	8	
E7	9	
E7	10	
E7	11	
E7	12	
E7	13	
E7	14	
E7	15	
E7	16	
E7	17	
E7	18	
E7	19	
E7	20	
E7	21	
E7	22	
E7	23	
E7	24	
E7	25	
E7	26	
E7	27	
E7	28	
E7	29	
E7	30	
E7	31	
E7	32	
E7	33	
E7	34	
E7	35	
E7	36	
E7	37	
E7	38	
E7	39	
E7	40	
E8	1	
E8	2	
E8	3	
E8	4	
E8	5	
E8	6	
E8	7	
E8	8	
E8	9	
E8	10	
E8	11	
E8	12	
E8	13	
E8	14	
E8	15	
E8	16	
E8	17	
E8	18	
E8	19	
E8	20	
E8	21	
E8	22	
E8	23	
E8	24	
E8	25	
E8	26	
E8	27	
E8	28	
E8	29	
E8	30	
E8	31	
E8	32	
E8	33	
E8	34	
E8	35	
E8	36	
E8	37	
E8	38	
E8	39	
E8	40	
E9	1	
E9	2	
E9	3	
E9	4	
E9	5	
E9	6	
E9	7	
E9	8	
E9	9	
E9	10	
E9	11	
E9	12	
E9	13	
E9	14	
E9	15	
E9	16	
E9	17	
E9	18	
E9	19	
E9	20	
E9	21	
E9	22	
E9	23	
E9	24	
E9	25	
E9	26	
E9	27	
E9	28	
E9	29	
E9	30	
E9	31	
E9	32	
E9	33	
E9	34	
E9	35	
E9	36	
E9	37	
E9	38	
E9	39	
E9	40	
E10	1	
E10	2	
E10	3	
E10	4	
E10	5	
E10	6	
E10	7	
E10	8	
E10	9	
E10	10	
E10	11	
E10	12	
E10	13	
E10	14	
E10	15	
E10	16	
E10	17	
E10	18	
E10	19	
E10	20	
E10	21	
E10	22	
E10	23	
E10	24	
E10	25	
E10	26	
E10	27	
E10	28	
E10	29	
E10	30	
E10	31	
E10	32	
E10	33	
E10	34	
E10	35	
E10	36	
E10	37	
E10	38	
E10	39	
E10	40	
E11	1	
E11	2	
E11	3	
E11	4	
E11	5	
E11	6	
E11	7	
E11	8	
E11	9	
E11	10	
E11	11	
E11	12	
E11	13	
E11	14	
E11	15	
E11	16	
E11	17	
E11	18	
E11	19	
E11	20	
E11	21	
E11	22	
E11	23	
E11	24	
E11	25	
E11	26	
E11	27	
E11	28	
E11	29	
E11	30	
E11	31	
E11	32	
E11	33	
E11	34	
E11	35	
E11	36	
E11	37	
E11	38	
E11	39	
E11	40	
E12	1	
E12	2	
E12	3	
E12	4	
E12	5	
E12	6	
E12	7	
E12	8	
E12	9	
E12	10	
E12	11	
E12	12	
E12	13	
E12	14	
E12	15	
E12	16	
E12	17	
E12	18	
E12	19	
E12	20	
E12	21	
E12	22	
E12	23	
E12	24	
E12	25	
E12	26	
E12	27	
E12	28	
E12	29	
E12	30	
E12	31	
E12	32	
E12	33	
E12	34	
E12	35	
E12	36	
E12	37	
E12	38	
E12	39	
E12	40	
F1	1	-23.0715885162
F1	2	-28.9702625275
F1	3	-8.2659091949
F1	4	-14.8017902374
F1	5	-4.2309818268
F1	6	-0.4292165339
F1	7	2.8417873383
F1	8	5.7241191864
F1	9	-2.8835391998
F1	10	7.8327770233
F1	11	-2.713357687
F1	12	5.8232712746
F1	13	-11.6215457916
F1	14	15.2270946503
F1	15	-4.1823210716
F1	16	-1.9608778954
F1	17	31.2212581635
F1	18	-0.7928937078
F1	19	26.6780605316
F1	20	-2.2555248737
F1	21	-14.7262201309
F1	22	-12.7286539078
F1	23	7.9395666122
F1	24	-0.3763436079
F1	25	-0.6319511533
F1	26	1.7891991138
F1	27	-9.2962427139
F1	28	-15.5320749283
F1	29	2.6561655998
F1	30	-6.6592564583
F1	31	6.3553996086
F1	32	-12.0137329102
F1	33	-14.0232467651
F1	34	-3.0647432804
F1	35	3.537071228
F1	36	-0.4700012505
F1	37	-17.1294174194
F1	38	-1.8679350615
F1	39	-4.8398513794
F1	40	-23.3173828125
F2	1	-8.9819335938
F2	2	8.9819335938
F2	3	371.9184570313
F2	4	829.4008789063
F2	5	1550.9946289063
F2	6	2923.9086914063
F2	7	5342.1137695313
F2	8	10199.38671875
F2	9	19118.654296875
F2	10	34663.57421875
F2	11	60359.53515625
F2	12	96335.5546875
F2	13	133688
F2	14	157701.15625
F2	15	167342.75
F2	16	171778.578125
F2	17	174955.765625
F2	18	178878.5625
F2	19	180760.65625
F2	20	182713.078125
F2	21	183828.15625
F2	22	184990.765625
F2	23	187132.546875
F2	24	188114.75
F2	25	189362.828125
F2	26	190093.1875
F2	27	189656.0625
F2	28	190516.734375
F2	29	191513.8125
F2	30	192024.359375
F2	31	192597.9375
F2	32	192711.640625
F2	33	193761.5
F2	34	193472.3125
F2	35	194384.0625
F2	36	194566.1875
F2	37	194693.578125
F2	38	195647.953125
F2	39	194973.46875
F2	40	195581.34375
F3	1	-50.3369140625
F3	2	50.3369140625
F3	3	398.6689453125
F3	4	726.5341796875
F3	5	1450.9072265625
F3	6	2730.3681640625
F3	7	5247.2119140625
F3	8	9842.2275390625
F3	9	18202.66796875
F3	10	33424.96484375
F3	11	58840.62890625
F3	12	94764.7109375
F3	13	135102.546875
F3	14	162606.71875
F3	15	174199.546875
F3	16	178462.953125
F3	17	182547.640625
F3	18	186331.15625
F3	19	189019.46875
F3	20	190706.703125
F3	21	193293.078125
F3	22	194399.671875
F3	23	194894.15625
F3	24	196702.578125
F3	25	198487.78125
F3	26	198681.640625
F3	27	199695.359375
F3	28	200592.953125
F3	29	202228.015625
F3	30	202032.859375
F3	31	203092.828125
F3	32	203602.765625
F3	33	204478.28125
F3	34	204849.828125
F3	35	205609.953125
F3	36	206274.859375
F3	37	206143.515625
F3	38	207194.859375
F3	39	207340.5
F3	40	206859.359375
F4	1	1.0317382813
F4	2	-1.0317382813
F4	3	167.0014648438
F4	4	271.5756835938
F4	5	604.7807617188
F4	6	1038.4282226563
F4	7	1735.1499023438
F4	8	3247.2182617188
F4	9	5934.4897460938
F4	10	11213.580078125
F4	11	20992.341796875
F4	12	38161.72265625
F4	13	66625.3359375
F4	14	105337.8671875
F4	15	146142.296875
F4	16	171595.25
F4	17	181396.578125
F4	18	187001.4375
F4	19	191198.671875
F4	20	194336.96875
F4	21	196862.171875
F4	22	198744.703125
F4	23	201145.890625
F4	24	203098.609375
F4	25	204560.234375
F4	26	206127.921875
F4	27	207261.984375
F4	28	208721.515625
F4	29	209205.015625
F4	30	210362.109375
F4	31	211474.40625
F4	32	212609.421875
F4	33	213520.765625
F4	34	212563.015625
F4	35	214063.171875
F4	36	214586.296875
F4	37	214145.28125
F4	38	215453.859375
F4	39	215060.4375
F4	40	215450.78125
F5	1	-122.1782226563
F5	2	122.1782226563
F5	3	803.8266601563
F5	4	1999.2563476563
F5	5	4170.7856445313
F5	6	8150.9223632813
F5	7	15551.6015625
F5	8	28799.58984375
F5	9	50473.80859375
F5	10	81483.8984375
F5	11	115341.265625
F5	12	139846.53125
F5	13	149869.40625
F5	14	153384.0625
F5	15	156942.71875
F5	16	158818.09375
F5	17	160918.109375
F5	18	162916.125
F5	19	164238.25
F5	20	165170.1875
F5	21	166320.4375
F5	22	167130.328125
F5	23	168033.59375
F5	24	169028.03125
F5	25	169683.90625
F5	26	170060.140625
F5	27	170936.890625
F5	28	171751.4375
F5	29	172294.15625
F5	30	172608.234375
F5	31	173229.71875
F5	32	173694.5625
F5	33	174136.96875
F5	34	174170.125
F5	35	174420.21875
F5	36	174616.546875
F5	37	175156.890625
F5	38	175103.15625
F5	39	175394.71875
F5	40	175507.578125
F6	1	
F6	2	
F6	3	
F6	4	
F6	5	
F6	6	
F6	7	
F6	8	
F6	9	
F6	10	
F6	11	
F6	12	
F6	13	
F6	14	
F6	15	
F6	16	
F6	17	
F6	18	
F6	19	
F6	20	
F6	21	
F6	22	
F6	23	
F6	24	
F6	25	
F6	26	
F6	27	
F6	28	
F6	29	
F6	30	
F6	31	
F6	32	
F6	33	
F6	34	
F6	35	
F6	36	
F6	37	
F6	38	
F6	39	
F6	40	
F7	1	
F7	2	
F7	3	
F7	4	
F7	5	
F7	6	
F7	7	
F7	8	
F7	9	
F7	10	
F7	11	
F7	12	
F7	13	
F7	14	
F7	15	
F7	16	
F7	17	
F7	18	
F7	19	
F7	20	
F7	21	
F7	22	
F7	23	
F7	24	
F7	25	
F7	26	
F7	27	
F7	28	
F7	29	
F7	30	
F7	31	
F7	32	
F7	33	
F7	34	
F7	35	
F7	36	
F7	37	
F7	38	
F7	39	
F7	40	
F8	1	
F8	2	
F8	3	
F8	4	
F8	5	
F8	6	
F8	7	
F8	8	
F8	9	
F8	10	
F8	11	
F8	12	
F8	13	
F8	14	
F8	15	
F8	16	
F8	17	
F8	18	
F8	19	
F8	20	
F8	21	
F8	22	
F8	23	
F8	24	
F8	25	
F8	26	
F8	27	
F8	28	
F8	29	
F8	30	
F8	31	
F8	32	
F8	33	
F8	34	
F8	35	
F8	36	
F8	37	
F8	38	
F8	39	
F8	40	
F9	1	
F9	2	
F9	3	
F9	4	
F9	5	
F9	6	
F9	7	
F9	8	
F9	9	
F9	10	
F9	11	
F9	12	
F9	13	
F9	14	
F9	15	
F9	16	
F9	17	
F9	18	
F9	19	
F9	20	
F9	21	
F9	22	
F9	23	
F9	24	
F9	25	
F9	26	
F9	27	
F9	28	
F9	29	
F9	30	
F9	31	
F9	32	
F9	33	
F9	34	
F9	35	
F9	36	
F9	37	
F9	38	
F9	39	
F9	40	
F10	1	
F10	2	
F10	3	
F10	4	
F10	5	
F10	6	
F10	7	
F10	8	
F10	9	
F10	10	
F10	11	
F10	12	
F10	13	
F10	14	
F10	15	
F10	16	
F10	17	
F10	18	
F10	19	
F10	20	
F10	21	
F10	22	
F10	23	
F10	24	
F10	25	
F10	26	
F10	27	
F10	28	
F10	29	
F10	30	
F10	31	
F10	32	
F10	33	
F10	34	
F10	35	
F10	36	
F10	37	
F10	38	
F10	39	
F10	40	
F11	1	
F11	2	
F11	3	
F11	4	
F11	5	
F11	6	
F11	7	
F11	8	
F11	9	
F11	10	
F11	11	
F11	12	
F11	13	
F11	14	
F11	15	
F11	16	
F11	17	
F11	18	
F11	19	
F11	20	
F11	21	
F11	22	
F11	23	
F11	24	
F11	25	
F11	26	
F11	27	
F11	28	
F11	29	
F11	30	
F11	31	
F11	32	
F11	33	
F11	34	
F11	35	
F11	36	
F11	37	
F11	38	
F11	39	
F11	40	
F12	1	
F12	2	
F12	3	
F12	4	
F12	5	
F12	6	
F12	7	
F12	8	
F12	9	
F12	10	
F12	11	
F12	12	
F12	13	
F12	14	
F12	15	
F12	16	
F12	17	
F12	18	
F12	19	
F12	20	
F12	21	
F12	22	
F12	23	
F12	24	
F12	25	
F12	26	
F12	27	
F12	28	
F12	29	
F12	30	
F12	31	
F12	32	
F12	33	
F12	34	
F12	35	
F12	36	
F12	37	
F12	38	
F12	39	
F12	40	
G1	1	12.2710313797
G1	2	17.7551269531
G1	3	0.3627581
G1	4	1.7655552626
G1	5	-0.9649483562
G1	6	-9.0724048615
G1	7	12.163643837
G1	8	-4.2546038628
G1	9	-31.47265625
G1	10	-19.2666358948
G1	11	-24.0603733063
G1	12	-19.6534252167
G1	13	-19.6742115021
G1	14	-18.2255153656
G1	15	-22.6525535583
G1	16	-42.3395996094
G1	17	-16.1731300354
G1	18	-38.6450881958
G1	19	-28.7759838104
G1	20	-43.1754341125
G1	21	-44.1981735229
G1	22	-32.9191551208
G1	23	-48.197265625
G1	24	-54.2234230042
G1	25	-43.9644241333
G1	26	-60.7291069031
G1	27	-75.2818756104
G1	28	-55.6979293823
G1	29	-45.8236961365
G1	30	-76.5454101563
G1	31	-66.2126846313
G1	32	-65.2393264771
G1	33	-72.2220306396
G1	34	-49.9774360657
G1	35	-70.5267868042
G1	36	-67.5190048218
G1	37	-64.908203125
G1	38	-77.5923233032
G1	39	-92.4473342896
G1	40	-82.7767181396
G2	1	-122.0346679688
G2	2	122.0346679688
G2	3	683.8247070313
G2	4	1619.5102539063
G2	5	3150.3364257813
G2	6	6110.9204101563
G2	7	11443.380859375
G2	8	21650.146484375
G2	9	39406.35546875
G2	10	67372.8046875
G2	11	105154.3359375
G2	12	141274.1875
G2	13	162446.90625
G2	14	169354.859375
G2	15	175091.171875
G2	16	178060.8125
G2	17	181416.203125
G2	18	183650.328125
G2	19	187351.046875
G2	20	189261.5
G2	21	190580.609375
G2	22	191688.890625
G2	23	191853.828125
G2	24	193145.984375
G2	25	193199.328125
G2	26	195120.640625
G2	27	195814.578125
G2	28	196046.953125
G2	29	197922.203125
G2	30	199031.484375
G2	31	199316.28125
G2	32	200625.015625
G2	33	201259.671875
G2	34	200889.03125
G2	35	200633.734375
G2	36	201652.953125
G2	37	201853.515625
G2	38	202435.109375
G2	39	201177.640625
G2	40	201493.34375
G3	1	-69.37109375
G3	2	69.37109375
G3	3	376.88671875
G3	4	836.431640625
G3	5	1528.9208984375
G3	6	2857.533203125
G3	7	5352.28515625
G3	8	10048.505859375
G3	9	18573.447265625
G3	10	34062.7421875
G3	11	59600.3515625
G3	12	96028.5390625
G3	13	135928.015625
G3	14	162632.03125
G3	15	173844.453125
G3	16	177951.046875
G3	17	181645.40625
G3	18	185321.5625
G3	19	187736.5625
G3	20	189903.734375
G3	21	191998.671875
G3	22	193193.984375
G3	23	194030.125
G3	24	196115.796875
G3	25	197178.234375
G3	26	197702.796875
G3	27	198759.078125
G3	28	199757.515625
G3	29	200762.421875
G3	30	201290.109375
G3	31	201986.9375
G3	32	202779.359375
G3	33	203836.984375
G3	34	203792.984375
G3	35	204796.265625
G3	36	205310.015625
G3	37	206084.515625
G3	38	206924
G3	39	206487.203125
G3	40	206470.546875
G4	1	-64.42578125
G4	2	64.42578125
G4	3	379.07421875
G4	4	858.234375
G4	5	1653.970703125
G4	6	2994.3125
G4	7	5616.173828125
G4	8	10557.8671875
G4	9	19659.93359375
G4	10	35903.9765625
G4	11	62729.390625
G4	12	100057.703125
G4	13	140308.5625
G4	14	166873.1875
G4	15	178189.609375
G4	16	182303.71875
G4	17	186057.71875
G4	18	189890.453125
G4	19	191886.546875
G4	20	194417.40625
G4	21	196634.96875
G4	22	198326.109375
G4	23	199516.671875
G4	24	201045.546875
G4	25	201971.25
G4	26	202727.671875
G4	27	203928.921875
G4	28	204876.890625
G4	29	205856.890625
G4	30	206004.796875
G4	31	207169.59375
G4	32	208376.078125
G4	33	208520.6875
G4	34	207935.078125
G4	35	208524.703125
G4	36	208855.765625
G4	37	209277.734375
G4	38	209744.140625
G4	39	209814.171875
G4	40	210063.0625
G5	1	-238.4057617188
G5	2	238.4057617188
G5	3	833.4916992188
G5	4	1729.7475585938
G5	5	3293.5932617188
G5	6	6041.5639648438
G5	7	11263.302734375
G5	8	20716.1171875
G5	9	37274.1796875
G5	10	64355.609375
G5	11	100831.03125
G5	12	137961.84375
G5	13	161620.609375
G5	14	168907.21875
G5	15	173633.328125
G5	16	177080.625
G5	17	179620.09375
G5	18	183172.9375
G5	19	185432.484375
G5	20	187199.21875
G5	21	188691.0625
G5	22	189735.6875
G5	23	190792.84375
G5	24	192486.890625
G5	25	193629.671875
G5	26	194565.5625
G5	27	195364.25
G5	28	196721.125
G5	29	197880.84375
G5	30	198173.671875
G5	31	199090.890625
G5	32	199710.359375
G5	33	200298.78125
G5	34	200362
G5	35	200616.53125
G5	36	201233.234375
G5	37	202140.125
G5	38	202291.46875
G5	39	202495.71875
G5	40	202502.65625
G6	1	
G6	2	
G6	3	
G6	4	
G6	5	
G6	6	
G6	7	
G6	8	
G6	9	
G6	10	
G6	11	
G6	12	
G6	13	
G6	14	
G6	15	
G6	16	
G6	17	
G6	18	
G6	19	
G6	20	
G6	21	
G6	22	
G6	23	
G6	24	
G6	25	
G6	26	
G6	27	
G6	28	
G6	29	
G6	30	
G6	31	
G6	32	
G6	33	
G6	34	
G6	35	
G6	36	
G6	37	
G6	38	
G6	39	
G6	40	
G7	1	
G7	2	
G7	3	
G7	4	
G7	5	
G7	6	
G7	7	
G7	8	
G7	9	
G7	10	
G7	11	
G7	12	
G7	13	
G7	14	
G7	15	
G7	16	
G7	17	
G7	18	
G7	19	
G7	20	
G7	21	
G7	22	
G7	23	
G7	24	
G7	25	
G7	26	
G7	27	
G7	28	
G7	29	
G7	30	
G7	31	
G7	32	
G7	33	
G7	34	
G7	35	
G7	36	
G7	37	
G7	38	
G7	39	
G7	40	
G8	1	
G8	2	
G8	3	
G8	4	
G8	5	
G8	6	
G8	7	
G8	8	
G8	9	
G8	10	
G8	11	
G8	12	
G8	13	
G8	14	
G8	15	
G8	16	
G8	17	
G8	18	
G8	19	
G8	20	
G8	21	
G8	22	
G8	23	
G8	24	
G8	25	
G8	26	
G8	27	
G8	28	
G8	29	
G8	30	
G8	31	
G8	32	
G8	33	
G8	34	
G8	35	
G8	36	
G8	37	
G8	38	
G8	39	
G8	40	
G9	1	
G9	2	
G9	3	
G9	4	
G9	5	
G9	6	
G9	7	
G9	8	
G9	9	
G9	10	
G9	11	
G9	12	
G9	13	
G9	14	
G9	15	
G9	16	
G9	17	
G9	18	
G9	19	
G9	20	
G9	21	
G9	22	
G9	23	
G9	24	
G9	25	
G9	26	
G9	27	
G9	28	
G9	29	
G9	30	
G9	31	
G9	32	
G9	33	
G9	34	
G9	35	
G9	36	
G9	37	
G9	38	
G9	39	
G9	40	
G10	1	
G10	2	
G10	3	
G10	4	
G10	5	
G10	6	
G10	7	
G10	8	
G10	9	
G10	10	
G10	11	
G10	12	
G10	13	
G10	14	
G10	15	
G10	16	
G10	17	
G10	18	
G10	19	
G10	20	
G10	21	
G10	22	
G10	23	
G10	24	
G10	25	
G10	26	
G10	27	
G10	28	
G10	29	
G10	30	
G10	31	
G10	32	
G10	33	
G10	34	
G10	35	
G10	36	
G10	37	
G10	38	
G10	39	
G10	40	
G11	1	
G11	2	
G11	3	
G11	4	
G11	5	
G11	6	
G11	7	
G11	8	
G11	9	
G11	10	
G11	11	
G11	12	
G11	13	
G11	14	
G11	15	
G11	16	
G11	17	
G11	18	
G11	19	
G11	20	
G11	21	
G11	22	
G11	23	
G11	24	
G11	25	
G11	26	
G11	27	
G11	28	
G11	29	
G11	30	
G11	31	
G11	32	
G11	33	
G11	34	
G11	35	
G11	36	
G11	37	
G11	38	
G11	39	
G11	40	
G12	1	
G12	2	
G12	3	
G12	4	
G12	5	
G12	6	
G12	7	
G12	8	
G12	9	
G12	10	
G12	11	
G12	12	
G12	13	
G12	14	
G12	15	
G12	16	
G12	17	
G12	18	
G12	19	
G12	20	
G12	21	
G12	22	
G12	23	
G12	24	
G12	25	
G12	26	
G12	27	
G12	28	
G12	29	
G12	30	
G12	31	
G12	32	
G12	33	
G12	34	
G12	35	
G12	36	
G12	37	
G12	38	
G12	39	
G12	40	
H1	1	-7.1850357056
H1	2	-8.588309288
H1	3	2.9927926064
H1	4	-2.8489573002
H1	5	8.6342439651
